author,authorLabel,fields,placeOfBirthLabel,dateOfBirth,dateOfDeath,description
http://www.wikidata.org/entity/Q3629677,Q3629677,ιατρική,Φέρμο,1841-09-08T00:00:00Z,1932-11-11T00:00:00Z,
http://www.wikidata.org/entity/Q3635280,Μπαρτ Κόσκο,"δίκαιο, Τεχνητή νοημοσύνη, ηλεκτρολογία μηχανική, τεχνητό νευρωνικό δίκτυο, θόρυβος, ασαφής λογική",Κάνσας Σίτι (Κάνσας),1960-02-07T00:00:00Z,,Αμερικανός καθηγητής ηλεκτρολόγος μηχανικός και συγγραφέας
http://www.wikidata.org/entity/Q3654714,Q3654714,"φεμινισμός, παιδαγωγική, οικονομικά, κλασική μουσική, κοινωνιολογία",Κοπεγχάγη,1878-01-08T00:00:00Z,1962-02-22T00:00:00Z,
http://www.wikidata.org/entity/Q3724638,Q3724638,"λογοτεχνία, θέατρο, δράμα",Παλέρμο,1967-04-06T00:00:00Z,,
http://www.wikidata.org/entity/Q3760499,Q3760499,"επένδυση, οικονομικά, τεχνολογική αλλαγή",Νέα Υόρκη,1939-11-29T00:00:00Z,,
http://www.wikidata.org/entity/Q3804648,Q3804648,"αναλυτική χημεία, Μη ανανεώσιμος πόρος, χημική ανάλυση",Μόσχα,1903-09-24T00:00:00Z,1989-12-17T00:00:00Z,
http://www.wikidata.org/entity/Q3939062,Q3939062,"μετάφραση, Ιταλική λογοτεχνία",Έντολο,1947-03-14T00:00:00Z,,
http://www.wikidata.org/entity/Q9317,Τζων Κέυνς,Μικροοικονομία,Κέιμπριτζ,1883-06-05T00:00:00Z,1946-04-21T00:00:00Z,Βρετανός οικονομολόγος και μαθηματικός
http://www.wikidata.org/entity/Q40909,Βιρτζίνια Γουλφ,δοκίμιο,Λονδίνο,1882-01-25T00:00:00Z,1941-03-28T00:00:00Z,"Αγγλίδα λογοτέχνης, δοκιμιογράφος"
http://www.wikidata.org/entity/Q44131,Βέρνερ Χέρτζογκ,"υποκριτική, παραγωγή ταινιών",Μόναχο,1942-09-05T00:00:00Z,,
http://www.wikidata.org/entity/Q45221,Χέρμπερτ Άχτερνμπους,"εικαστικές τέχνες, παραγωγή ταινιών",Μόναχο,1938-11-23T00:00:00Z,2022-01-10T00:00:00Z,"Γερμανός συγγραφέας, ηθοποιός και ζωγράφος"
http://www.wikidata.org/entity/Q71410,Q71410,Φεμινιστικό κίνημα,Q486551,1857-09-22T00:00:00Z,1943-12-20T00:00:00Z,
http://www.wikidata.org/entity/Q71416,Q71416,Φεμινιστικό κίνημα,Q314439,1873-09-12T00:00:00Z,1954-03-25T00:00:00Z,
http://www.wikidata.org/entity/Q89179,Q89179,"ανατομία, ανθρωπολογία",Γκίσεν,1822-04-08T00:00:00Z,1897-09-12T00:00:00Z,
http://www.wikidata.org/entity/Q91074,Q91074,"ομοφυλοφιλία, Σεξολογία",Κόμπλεντς,1935-12-22T00:00:00Z,,
http://www.wikidata.org/entity/Q91652,Q91652,"μαθηματικά, φυσική",Φραγκφούρτη,1898-10-06T00:00:00Z,1963-10-02T00:00:00Z,
http://www.wikidata.org/entity/Q92393,Q92393,"Α΄ Παγκόσμιος Πόλεμος, στρατιωτική τακτική",Οσναμπρύκ,1858-10-19T00:00:00Z,1924-07-15T00:00:00Z,
http://www.wikidata.org/entity/Q93356,Σέιμους Χίνι,ποίηση,Κάστλντοσον,1939-04-13T00:00:00Z,2013-08-30T00:00:00Z,
http://www.wikidata.org/entity/Q95679,Q95679,φυσική,Αμβούργο,1882-03-03T00:00:00Z,1978-06-05T00:00:00Z,
http://www.wikidata.org/entity/Q96159,Q96159,"χημεία, οικολογία, πολιτική, προστασία του περιβάλλοντος",Μπούερ,1949-05-08T00:00:00Z,,
http://www.wikidata.org/entity/Q96659,Q96659,φυσική,Ρόστοκ,1866-03-01T00:00:00Z,1936-11-08T00:00:00Z,
http://www.wikidata.org/entity/Q98573,Q98573,"Φινλανδικά, σαμί γλώσσες",Αμβούργο,1908-01-01T00:00:00Z,1999-01-04T00:00:00Z,
http://www.wikidata.org/entity/Q184650,Ντόναλντ Ράμσφελντ,"υπουργείο άμυνας, δημόσια υπηρεσία",Σικάγο,1932-07-09T00:00:00Z,2021-06-29T00:00:00Z,Αμερικανός πολιτικός
http://www.wikidata.org/entity/Q224650,Q224650,σύνθεση,Χάλιφαξ,1968-01-28T00:00:00Z,,
http://www.wikidata.org/entity/Q234335,Q234335,δημοσιογράφος,Σκράντον,1916-05-04T00:00:00Z,2006-04-25T00:00:00Z,
http://www.wikidata.org/entity/Q235069,Q235069,θρησκευτικός ηγέτης,Q2304788,1821-07-16T00:00:00Z,1910-12-03T00:00:00Z,
http://www.wikidata.org/entity/Q235349,Τζιλ Μπάιντεν,Πρώτη Κυρία των Ηνωμένων Πολιτειών,Q1084539,1951-06-03T00:00:00Z,,"Αμερικανίδα Εκπαιδευτικός, Ακαδημαϊκός, Πρώτη Κυρία των Ηνωμένων Πολιτειών και πρώην Δεύτερη Κυρία των ΗΠΑ"
http://www.wikidata.org/entity/Q1794243,Q1794243,τζαζ,Ζυρίχη,1932-01-06T00:00:00Z,2012-12-12T00:00:00Z,
http://www.wikidata.org/entity/Q1799836,Q1799836,τζαζ,Βοστώνη,1938-12-28T00:00:00Z,2008-09-19T00:00:00Z,
http://www.wikidata.org/entity/Q1803622,Q1803622,"φορολογία, Ευρωπαϊκό Δίκαιο, Ευρωπαϊκή ενοποίηση",Μόναχο,1933-01-01T00:00:00Z,2012-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1803622,Q1803622,"φορολογία, Ευρωπαϊκό Δίκαιο, Ευρωπαϊκή ενοποίηση",Μόναχο,1933-05-06T00:00:00Z,2012-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1803622,Q1803622,"φορολογία, Ευρωπαϊκό Δίκαιο, Ευρωπαϊκή ενοποίηση",Μόναχο,1933-01-01T00:00:00Z,2012-02-25T00:00:00Z,
http://www.wikidata.org/entity/Q1803622,Q1803622,"φορολογία, Ευρωπαϊκό Δίκαιο, Ευρωπαϊκή ενοποίηση",Μόναχο,1933-05-06T00:00:00Z,2012-02-25T00:00:00Z,
http://www.wikidata.org/entity/Q1805398,Q1805398,τζαζ,Σαράτοφ,1944-12-14T00:00:00Z,,
http://www.wikidata.org/entity/Q1825271,Q1825271,"λογοτεχνία, δημοσιογραφία, δημοσιογραφία γνώμης",Αμβούργο,1901-01-01T00:00:00Z,1974-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1825271,Q1825271,"λογοτεχνία, δημοσιογραφία, δημοσιογραφία γνώμης",Αμβούργο,1901-12-07T00:00:00Z,1974-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1825271,Q1825271,"λογοτεχνία, δημοσιογραφία, δημοσιογραφία γνώμης",Αμβούργο,1901-01-01T00:00:00Z,1974-07-13T00:00:00Z,
http://www.wikidata.org/entity/Q1825271,Q1825271,"λογοτεχνία, δημοσιογραφία, δημοσιογραφία γνώμης",Αμβούργο,1901-12-07T00:00:00Z,1974-07-13T00:00:00Z,
http://www.wikidata.org/entity/Q1849755,Q1849755,Χριστιανισμός,Q133853,1970-08-23T00:00:00Z,,
http://www.wikidata.org/entity/Q1869998,Q1869998,τζαζ,Q607666,1958-07-23T00:00:00Z,,
http://www.wikidata.org/entity/Q1889284,Q1889284,"ψυχιατρική, ψυχανάλυση",Νύρτινγκεν,1950-04-13T00:00:00Z,2017-12-14T00:00:00Z,
http://www.wikidata.org/entity/Q1889612,Q1889612,"οικολογία, δημοσιογραφία, προστασία του περιβάλλοντος",Σράμπεργκ,1953-11-22T00:00:00Z,,
http://www.wikidata.org/entity/Q1893124,Q1893124,"φιλοσοφία, παιδαγωγική, προοδευτική εκπαίδευση",Βουκουρέστι,1922-01-03T00:00:00Z,2015-09-17T00:00:00Z,
http://www.wikidata.org/entity/Q1904124,Q1904124,"παιδαγωγική, ψυχολογία, κοινωνιολογία, κοινωνική ψυχολογία",Βίτεν,1927-01-26T00:00:00Z,2013-10-26T00:00:00Z,
http://www.wikidata.org/entity/Q1905268,Q1905268,τζαζ,Ρίτσμοντ,1924-08-09T00:00:00Z,1992-04-13T00:00:00Z,
http://www.wikidata.org/entity/Q1907678,Q1907678,ψυχιατρική,Μόντε Τζιμπέρτο,1931-05-19T00:00:00Z,2017-02-13T00:00:00Z,
http://www.wikidata.org/entity/Q3165010,Q3165010,"Κόμικς, εικονογράφηση",Παρίσι,1963-04-21T00:00:00Z,,
http://www.wikidata.org/entity/Q3289451,Q3289451,ιστορία,Q3463031,1917-05-29T00:00:00Z,2011-01-11T00:00:00Z,
http://www.wikidata.org/entity/Q3308043,Q3308043,ιστορία,Λήμινγκτον,1941-01-18T00:00:00Z,2017-05-17T00:00:00Z,
http://www.wikidata.org/entity/Q3308043,Q3308043,ιστορία,Λήμινγκτον,1941-01-18T00:00:00Z,2017-05-18T00:00:00Z,
http://www.wikidata.org/entity/Q3350470,Q3350470,"Β΄ Παγκόσμιος Πόλεμος, απέλαση",Νανσύ,1912-07-06T00:00:00Z,2002-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q3350470,Q3350470,"Β΄ Παγκόσμιος Πόλεμος, απέλαση",Νανσύ,1912-07-06T00:00:00Z,2002-08-03T00:00:00Z,
http://www.wikidata.org/entity/Q3356987,Q3356987,"εκπαίδευση, Θεατρολογία",Τενεσί,1923-04-23T00:00:00Z,2010-11-07T00:00:00Z,
http://www.wikidata.org/entity/Q3369356,Q3369356,"γλυπτική, εικαστικές τέχνες",Q2437344,1959-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q3434809,Q3434809,θέατρο,Σαιν-Ιασέντ,1949-05-17T00:00:00Z,,
http://www.wikidata.org/entity/Q3479501,Q3479501,"μέσα ενημέρωσης, κοινωνιολογία, τεχνολογία πληροφοριών",Καναδάς,1945-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q3479501,Q3479501,"μέσα ενημέρωσης, κοινωνιολογία, τεχνολογία πληροφοριών",Μόντρεαλ,1945-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q3493587,Q3493587,"θέατρο, δράμα, υποκριτική",Μεσσίνα,1964-04-27T00:00:00Z,,
http://www.wikidata.org/entity/Q3559647,Q3559647,θέατρο,Μόντρεαλ,1984-09-05T00:00:00Z,,
http://www.wikidata.org/entity/Q3592254,Q3592254,θέατρο,Μόντρεαλ,1979-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q3840176,Q3840176,θέατρο,Λιβόρνο,1922-02-18T00:00:00Z,2010-10-08T00:00:00Z,
http://www.wikidata.org/entity/Q5930731,Q5930731,"τροφή, δημοσιογραφία, μαγειρική, εκπαιδευτική τηλεόραση",Λονδίνο,1965-01-14T00:00:00Z,,
http://www.wikidata.org/entity/Q5930731,Q5930731,"τροφή, δημοσιογραφία, μαγειρική, εκπαιδευτική τηλεόραση",Χάμπστεντ,1965-01-14T00:00:00Z,,
http://www.wikidata.org/entity/Q5942516,Q5942516,"ιστορία, αρχαιολογία, ουφολογία, Παραψυχολογία",Q279502,1925-12-28T00:00:00Z,2005-05-11T00:00:00Z,
http://www.wikidata.org/entity/Q6206655,Q6206655,βοτανική,Q146659,1907-09-18T00:00:00Z,1976-01-06T00:00:00Z,
http://www.wikidata.org/entity/Q23943602,Ρένια Σπίγκελ,"Ολοκαύτωμα, ημερολόγιο",Ουχρίκιβτσι,1924-06-18T00:00:00Z,1942-06-25T00:00:00Z,Πολωνικής καταγωγής ημερολογιογράφος και θύμα ολοκαυτώματος
http://www.wikidata.org/entity/Q23943602,Ρένια Σπίγκελ,"Ολοκαύτωμα, ημερολόγιο",Ουχρίκιβτσι,1924-06-18T00:00:00Z,1942-07-30T00:00:00Z,Πολωνικής καταγωγής ημερολογιογράφος και θύμα ολοκαυτώματος
http://www.wikidata.org/entity/Q23988379,Q23988379,"σοσιαλισμός, οικονομικά, Καπιταλισμός",Q224221,1869-04-03T00:00:00Z,1926-01-11T00:00:00Z,
http://www.wikidata.org/entity/Q24051741,Q24051741,"αστρονομία, αστροφυσική",Q35654,1962-05-01T00:00:00Z,,
http://www.wikidata.org/entity/Q24176217,Q24176217,Ιστορία της Τέχνης,Ηνωμένες Πολιτείες Αμερικής,1923-09-21T00:00:00Z,2020-07-30T00:00:00Z,
http://www.wikidata.org/entity/Q34584,Αναστέιζια,σύνθεση,Σικάγο,1968-09-17T00:00:00Z,,
http://www.wikidata.org/entity/Q43994,Ματ Γκρέινινγκ,σκιτσογράφος καρτούν,"Πόρτλαντ, Όρεγκον",1954-02-15T00:00:00Z,,
http://www.wikidata.org/entity/Q90501,Q90501,"οικονομικά, στατιστική, δημόσια υπηρεσία",Βύρτσμπουργκ,1841-02-12T00:00:00Z,1925-09-06T00:00:00Z,
http://www.wikidata.org/entity/Q96347,Q96347,μετεωρολογία,Τσεμπιάτουφ,1801-01-11T00:00:00Z,1867-12-20T00:00:00Z,
http://www.wikidata.org/entity/Q96390,Q96390,"ιατρική, Ιστοριογραφία, τοπογραφία",Q20784,1607-01-01T00:00:00Z,1672-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q96414,Q96414,"πολιτική, δίκαιο, Συνταγματικό Δίκαιο, Διεθνές Δίκαιο",Μπαϊρόιτ,1850-01-01T00:00:00Z,1928-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q96414,Q96414,"πολιτική, δίκαιο, Συνταγματικό Δίκαιο, Διεθνές Δίκαιο",Μπαϊρόιτ,1850-01-13T00:00:00Z,1928-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q96414,Q96414,"πολιτική, δίκαιο, Συνταγματικό Δίκαιο, Διεθνές Δίκαιο",Μπαϊρόιτ,1850-01-01T00:00:00Z,1928-01-04T00:00:00Z,
http://www.wikidata.org/entity/Q96414,Q96414,"πολιτική, δίκαιο, Συνταγματικό Δίκαιο, Διεθνές Δίκαιο",Μπαϊρόιτ,1850-01-13T00:00:00Z,1928-01-04T00:00:00Z,
http://www.wikidata.org/entity/Q96572,Q96572,"δίκαιο, Εμπορικό Δίκαιο",Τουχόλα,1858-10-11T00:00:00Z,1918-04-05T00:00:00Z,
http://www.wikidata.org/entity/Q98053,Q98053,ιατρική,Ρύντεσχαϊμ,1765-01-01T00:00:00Z,1815-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q98053,Q98053,ιατρική,Ρύντεσχαϊμ,1765-04-23T00:00:00Z,1815-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q98053,Q98053,ιατρική,Ρύντεσχαϊμ,1765-01-01T00:00:00Z,1815-10-28T00:00:00Z,
http://www.wikidata.org/entity/Q98053,Q98053,ιατρική,Ρύντεσχαϊμ,1765-04-23T00:00:00Z,1815-10-28T00:00:00Z,
http://www.wikidata.org/entity/Q98533,Q98533,"Αγία Ρωμαϊκή Αυτοκρατορία, πρώιμη νεότερη εποχή",Μπέργκις Γκλάντμπαχ,1955-07-17T00:00:00Z,,
http://www.wikidata.org/entity/Q1793324,Q1793324,ψυχολογία,Q61711,1931-08-22T00:00:00Z,,
http://www.wikidata.org/entity/Q1793747,Q1793747,καμπάνα,Καρλσρούη,1943-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q1816925,Q1816925,τέχνες του θεάματος,Q1201672,1974-12-13T00:00:00Z,,
http://www.wikidata.org/entity/Q1835895,Q1835895,τέχνες του θεάματος,Υκλ,1962-07-24T00:00:00Z,,
http://www.wikidata.org/entity/Q1894324,Q1894324,"μη μυθοπλαστική λογοτεχνία, επεξεργασία",Βούπερταλ,1958-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q1899413,Q1899413,"Ιστορία της Τέχνης, κριτική τέχνης",Σουτσεάβα,1962-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q3090758,Q3090758,τζαζ,Λονδρέζικος Δήμος του Ουόντσουερθ,1922-10-05T00:00:00Z,2013-01-09T00:00:00Z,
http://www.wikidata.org/entity/Q3090758,Q3090758,τζαζ,Λονδρέζικος Δήμος του Ουόντσουερθ,1922-10-05T00:00:00Z,2013-01-10T00:00:00Z,
http://www.wikidata.org/entity/Q3309616,Q3309616,ταινία,Μπορντώ,1921-09-06T00:00:00Z,2007-06-07T00:00:00Z,
http://www.wikidata.org/entity/Q3429052,Q3429052,τέχνες του θεάματος,Βέλγιο,1975-05-30T00:00:00Z,,
http://www.wikidata.org/entity/Q3438462,Q3438462,τέχνες του θεάματος,Μπουένος Άιρες,1964-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q3453274,Q3453274,Ωρολογοποιία,Πόρτσμουθ,1890-11-16T00:00:00Z,1948-10-05T00:00:00Z,
http://www.wikidata.org/entity/Q3518911,Τέρι Μακόλιφ,"κεφάλαιο επιχειρηματικών συμμετοχών, τραπεζικός κλάδος",Σύρακιουζ,1957-02-09T00:00:00Z,,72ος Κυβερνήτης της Βιρτζίνια (2014-2018)
http://www.wikidata.org/entity/Q3543777,Q3543777,παιδική λογοτεχνία,Μείζον Λονδίνο,1949-07-05T00:00:00Z,2021-08-18T00:00:00Z,
http://www.wikidata.org/entity/Q3554288,Q3554288,"Φαινόμενο του θερμοκηπίου, κλιματολογία, Κλιματική αλλαγή, αέρια του θερμοκηπίου, παλαιοκλιματολογία",Νανσύ,1971-10-29T00:00:00Z,,
http://www.wikidata.org/entity/Q3554570,Q3554570,τέχνες του θεάματος,Γάνδη,1948-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q4055515,Q4055515,"Ποινικό Δίκαιο, Ιατροδικαστική, ανατομική παθολογία",Βιάζμα,1901-11-29T00:00:00Z,1978-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q5796986,Q5796986,"ψυχολογία, Εσπεράντο",Κοπεγχάγη,1923-04-28T00:00:00Z,2021-08-15T00:00:00Z,
http://www.wikidata.org/entity/Q5862882,Q5862882,"οικονομικά, εθνική οικονομία",Νυρεμβέργη,1865-08-07T00:00:00Z,1934-12-04T00:00:00Z,
http://www.wikidata.org/entity/Q5902492,Q5902492,"λογοτεχνία, μετάφραση",Q10593574,1903-01-12T00:00:00Z,1960-12-09T00:00:00Z,
http://www.wikidata.org/entity/Q6048926,Q6048926,"τουρκολογία, Αλταϊκές γλώσσες",Γκέμπτζε,1927-07-16T00:00:00Z,2015-11-28T00:00:00Z,
http://www.wikidata.org/entity/Q6055104,Q6055104,τουρκολογία,Καντίκιοϊ,1946-07-14T00:00:00Z,,
http://www.wikidata.org/entity/Q6085158,Q6085158,μετάφραση,Κωνσταντινούπολη,1956-01-08T00:00:00Z,,
http://www.wikidata.org/entity/Q6178057,Q6178057,"ψυχολογία, Μάρκετινγκ, συμπεριφορισμός, διοίκηση επιχειρήσεων",Πάλο Άλτο,1967-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q6178057,Q6178057,"ψυχολογία, Μάρκετινγκ, συμπεριφορισμός, διοίκηση επιχειρήσεων",Πάλο Άλτο,1967-01-15T00:00:00Z,,
http://www.wikidata.org/entity/Q6218580,Q6218580,"λογοτεχνία, δημοσιογραφία",Q1240659,1871-02-27T00:00:00Z,1949-05-12T00:00:00Z,
http://www.wikidata.org/entity/Q6376140,Καταρίνα Ράις,"γλωσσολογία, μετάφραση",Ράινχαουζεν,1923-04-17T00:00:00Z,2018-04-16T00:00:00Z,Γερμανίδα γλωσσολόγος και μεταφράστρια
http://www.wikidata.org/entity/Q23759618,Q23759618,"Καμπαρέ, άσμα",Κάσσελ,1970-11-26T00:00:00Z,,
http://www.wikidata.org/entity/Q24082533,Q24082533,"φυσική ιστορία, ιστορικός τοπικής ιστορίας",Q881615,1926-04-13T00:00:00Z,2016-11-07T00:00:00Z,
http://www.wikidata.org/entity/Q24284713,Q24284713,εξερεύνηση,Q1088838,1903-09-03T00:00:00Z,1987-03-10T00:00:00Z,
http://www.wikidata.org/entity/Q24412808,Q24412808,κόσμημα,Q754773,1936-01-17T00:00:00Z,2022-12-26T00:00:00Z,
http://www.wikidata.org/entity/Q46997464,Q46997464,"επιστημονική φαντασία, θρίλερ, λογοτεχνία επιστημονικής φαντασίας",Q12307072,1954-03-23T00:00:00Z,,
http://www.wikidata.org/entity/Q47012760,Q47012760,Ιουδαϊσμός,Μπερεζάνι,1874-08-30T00:00:00Z,1954-11-22T00:00:00Z,
http://www.wikidata.org/entity/Q47093230,Q47093230,Ουγγρικά,http://www.wikidata.org/.well-known/genid/e57f50f504918ee2ae2dcbe5d79fc78c,1972-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q47097725,Q47097725,Ολοκαύτωμα,Q842018,1916-10-28T00:00:00Z,2006-10-31T00:00:00Z,
http://www.wikidata.org/entity/Q47151516,Q47151516,ποίηση,Q2077128,1915-02-11T00:00:00Z,2012-03-06T00:00:00Z,
http://www.wikidata.org/entity/Q47320437,Q47320437,"ψυχολογία, Γηριατρική, γεροντολογία, διαταραχή μετατραυματικού στρες",Q943058,1968-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q47320437,Q47320437,"ψυχολογία, Γηριατρική, γεροντολογία, διαταραχή μετατραυματικού στρες",Q943058,1968-01-11T00:00:00Z,,
http://www.wikidata.org/entity/Q52623825,Q52623825,τέχνες του θεάματος,Μπρυζ,1981-08-18T00:00:00Z,,
http://www.wikidata.org/entity/Q52624149,Q52624149,τέχνες του θεάματος,Βερολίνο,1970-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q52629191,Q52629191,τέχνες του θεάματος,Εβρέ,1977-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q52634488,Q52634488,τέχνες του θεάματος,Βόρεια Ολλανδία,1952-02-01T00:00:00Z,,
http://www.wikidata.org/entity/Q52775239,Q52775239,τέχνες του θεάματος,Άλκμααρ,1960-12-09T00:00:00Z,,
http://www.wikidata.org/entity/Q52777643,Q52777643,ιστορία,Ζυρίχη,1420-01-01T00:00:00Z,1485-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q52777643,Q52777643,ιστορία,Ζυρίχη,1422-01-01T00:00:00Z,1485-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q52819641,Q52819641,τέχνες του θεάματος,Ρότερνταμ,1950-10-10T00:00:00Z,,
http://www.wikidata.org/entity/Q52824356,Q52824356,τέχνες του θεάματος,Ντεντερμόντε,1979-08-18T00:00:00Z,2022-02-22T00:00:00Z,
http://www.wikidata.org/entity/Q91354,Q91354,Φορολογικό δίκαιο,Q583472,1853-03-12T00:00:00Z,1931-12-19T00:00:00Z,
http://www.wikidata.org/entity/Q96116,Άξελ Σέφλερ,απεικόνιση,Αμβούργο,1957-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q96116,Άξελ Σέφλερ,απεικόνιση,Αμβούργο,1957-12-12T00:00:00Z,,
http://www.wikidata.org/entity/Q99043,Γκότφριντ Φίσερ,"Ψυχοθεραπεία, ψυχαναλυτής",Μπόχολτ,1944-01-01T00:00:00Z,2013-10-02T00:00:00Z,
http://www.wikidata.org/entity/Q302835,Νασίρ αλ-Ντιν αλ-Τουσί,"ιστορία, αστρονομία, μαθηματικά, επιστήμη, φυσική, βιολογία, μουσική, γεωγραφία, χημεία, φιλοσοφία, δίκαιο, ηθική, ιατρική, οπτική, θεολογία, ορυκτολογία, Αποκρυφισμός, Ισλαμική φιλοσοφία",Τους,1201-02-25T00:00:00Z,1274-07-03T00:00:00Z,"Πέρσης αστρονόμος, μαθηματικός, φυσικός φιλόσοφος, θεολόγος, ιατρός, αρχιτέκτονας και συγγραφέας"
http://www.wikidata.org/entity/Q458750,Q458750,"ποίηση, παιδική λογοτεχνία",Q3452462,1936-06-27T00:00:00Z,2010-02-13T00:00:00Z,
http://www.wikidata.org/entity/Q508760,Q508760,"Λευκορωσία, Ουκρανία",Κάμπρια,1961-10-15T00:00:00Z,,
http://www.wikidata.org/entity/Q513559,Q513559,"φυσική, σωματιδιακή φυσική, αστροφυσική",Σαν Φρανσίσκο,1944-01-06T00:00:00Z,,
http://www.wikidata.org/entity/Q518455,Q518455,"ποίηση, ντοκιμαντέρ",Νέα Υόρκη,1939-03-25T00:00:00Z,1995-12-09T00:00:00Z,
http://www.wikidata.org/entity/Q526994,Q526994,ποίηση,Μάνχαϊμ,1841-03-21T00:00:00Z,1896-11-26T00:00:00Z,
http://www.wikidata.org/entity/Q529639,Q529639,"ποίηση, πολιτική, παιδαγωγική, λογοτεχνία",Σαιντ Πωλ,1902-02-19T00:00:00Z,1992-12-27T00:00:00Z,
http://www.wikidata.org/entity/Q534717,Q534717,βοτανική,Τζιουτζιάνγκ,1916-06-13T00:00:00Z,2013-06-20T00:00:00Z,
http://www.wikidata.org/entity/Q538549,Q538549,"ποίηση, λογοτεχνική ανάλυση, ιστορία του πολιτισμού",Μπρίστολ,1840-10-05T00:00:00Z,1893-04-19T00:00:00Z,
http://www.wikidata.org/entity/Q540168,Q540168,ποίηση,Τόκιο,1889-05-31T00:00:00Z,1965-03-05T00:00:00Z,
http://www.wikidata.org/entity/Q540168,Q540168,ποίηση,Τόκυο,1889-05-31T00:00:00Z,1965-03-05T00:00:00Z,
http://www.wikidata.org/entity/Q540168,Q540168,ποίηση,Τόκιο,1895-01-01T00:00:00Z,1965-03-05T00:00:00Z,
http://www.wikidata.org/entity/Q540168,Q540168,ποίηση,Τόκυο,1895-01-01T00:00:00Z,1965-03-05T00:00:00Z,
http://www.wikidata.org/entity/Q542835,Q542835,"ποίηση, δοκίμιο",Q6313603,1876-12-05T00:00:00Z,1947-05-21T00:00:00Z,
http://www.wikidata.org/entity/Q544961,Q544961,"ποίηση, πεζός λόγος, θεατρικό έργο",Ντάλουιτς,1865-08-01T00:00:00Z,1934-11-04T00:00:00Z,
http://www.wikidata.org/entity/Q546140,Q546140,αστρονομία,Κομητεία Όφαλι,1827-04-27T00:00:00Z,1869-08-31T00:00:00Z,
http://www.wikidata.org/entity/Q546648,Q546648,"φυσική, πεζός λόγος, χημεία, Χημική μηχανική, δευτεροβάθμια εκπαίδευση",Ουγγαρία,1954-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q563549,Q563549,"ποίηση, δημοσιογραφία, λογοτεχνική ανάλυση",Κίνγκστον,1933-02-27T00:00:00Z,,
http://www.wikidata.org/entity/Q597248,Q597248,"φεμινισμός, φιλοσοφία, κοινωνιολογία, κοινωνικές επιστήμες, πολιτική φιλοσοφία",Πάρμα,1942-04-24T00:00:00Z,,
http://www.wikidata.org/entity/Q1789239,Q1789239,Ρομανικές σπουδές,Βέιλε,1873-01-17T00:00:00Z,1942-10-22T00:00:00Z,
http://www.wikidata.org/entity/Q1870855,Q1870855,εναλλακτική ιατρική θεραπεία,Q16100,1961-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q1874888,Q1874888,Μεσαιωνική αρχιτεκτονική,Δρέσδη,1783-04-30T00:00:00Z,1856-09-02T00:00:00Z,
http://www.wikidata.org/entity/Q3242532,Q3242532,θέατρο,Λονγκέιγ,1954-07-05T00:00:00Z,,
http://www.wikidata.org/entity/Q3291994,Q3291994,θέατρο,Μόντρεαλ,1947-08-16T00:00:00Z,,
http://www.wikidata.org/entity/Q3319144,Q3319144,θέατρο,Αμβέρσα,1971-12-12T00:00:00Z,,
http://www.wikidata.org/entity/Q3343773,Q3343773,"Μείζων καταθλιπτική διαταραχή, διαταραχή μετατραυματικού στρες",Γιοχάνεσμπουργκ,1950-06-02T00:00:00Z,,
http://www.wikidata.org/entity/Q3896316,Q3896316,πολιτική ιστορία,Q601532,1944-04-04T00:00:00Z,2013-01-19T00:00:00Z,
http://www.wikidata.org/entity/Q4775516,Q4775516,"Μαθηματική ανάλυση, μαθηματικά, ποίηση, άλγεβρα",Λουξεμβούργο,1801-05-31T00:00:00Z,1857-04-29T00:00:00Z,
