author,authorLabel,fields,placeOfBirthLabel,dateOfBirth,dateOfDeath,description
http://www.wikidata.org/entity/Q5109286,Q5109286,ιστορία,Ατλάντα,1955-04-05T00:00:00Z,,
http://www.wikidata.org/entity/Q5112751,Q5112751,ιστορία,Ινδία,1906-09-02T00:00:00Z,1986-03-31T00:00:00Z,
http://www.wikidata.org/entity/Q5236134,Q5236134,"ιστορία, Ολοκαύτωμα",Φραγκφούρτη,1930-05-19T00:00:00Z,2007-11-07T00:00:00Z,
http://www.wikidata.org/entity/Q5342156,Q5342156,"χάρτης, βάση δεδομένων, αρχείο, σχεδιασμός ιστοσελίδων, ανοικτή πρόσβαση, crowdsourcing, σύστημα γεωγραφικών πληροφοριών, Ψηφιακή διατήρηση",Τολέδο,1943-10-15T00:00:00Z,,
http://www.wikidata.org/entity/Q5402996,Q5402996,κοσμολογία,Νιου Χέιβεν,1955-09-29T00:00:00Z,,
http://www.wikidata.org/entity/Q5503938,Q5503938,"γεωλογία, Μεταλλευτική",Μπράουνσβαϊγκ,1864-04-20T00:00:00Z,1946-12-02T00:00:00Z,
http://www.wikidata.org/entity/Q5534935,Q5534935,ιστορία,Μείζον Λονδίνο,1945-01-14T00:00:00Z,,
http://www.wikidata.org/entity/Q5541540,Q5541540,"μουσική, δημοσιογραφία, φωτογραφία, ταινία, δημοσιογραφία γνώμης, εκδοτικός οίκος",Στοκχόλμη,1966-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q5541540,Q5541540,"μουσική, δημοσιογραφία, φωτογραφία, ταινία, δημοσιογραφία γνώμης, εκδοτικός οίκος",Στοκχόλμη,1966-01-18T00:00:00Z,,
http://www.wikidata.org/entity/Q6041110,Q6041110,αρχιτεκτονική,Ρότσεστερ,1953-03-06T00:00:00Z,,
http://www.wikidata.org/entity/Q6145141,Q6145141,απεικόνιση,Q488683,1955-03-16T00:00:00Z,,
http://www.wikidata.org/entity/Q6232142,Q6232142,"θεολογία, Πνευματικότητα, θρησκευτική λογοτεχνία, πίστη","Πόρτλαντ, Όρεγκον",1944-02-13T00:00:00Z,2021-08-05T00:00:00Z,
http://www.wikidata.org/entity/Q6233431,Q6233431,Βιοηθική,Πορτ Λίνκολν,1943-06-12T00:00:00Z,,
http://www.wikidata.org/entity/Q6234172,Q6234172,"ταξίδι, ιστορία μιας πόλης",Μπρούκλιν,1926-06-26T00:00:00Z,2017-04-20T00:00:00Z,
http://www.wikidata.org/entity/Q6241846,Q6241846,"θέατρο, δράμα",Μπατλ Κρικ,1951-01-30T00:00:00Z,,
http://www.wikidata.org/entity/Q6242471,Τζον Κάνι,"δράμα, υποκριτική",Q7005676,1943-08-30T00:00:00Z,,Νοτιοαφρικανός ηθοποιός
http://www.wikidata.org/entity/Q6257847,Q6257847,πολιτική επιστήμη,Σαν Αντόνιο,1926-08-15T00:00:00Z,2012-09-27T00:00:00Z,
http://www.wikidata.org/entity/Q6324175,Q6324175,ιστορία της αστρονομίας,Q888384,1919-12-27T00:00:00Z,2005-01-13T00:00:00Z,
http://www.wikidata.org/entity/Q6365467,Q6365467,διεθνείς σχέσεις,Μουμπάι,1955-01-06T00:00:00Z,,
http://www.wikidata.org/entity/Q46213236,Q46213236,ατμομηχανή,Q578911,1875-04-24T00:00:00Z,1947-04-03T00:00:00Z,
http://www.wikidata.org/entity/Q46955211,Q46955211,"νευρολογία, ιστορία της επιστήμης, Ιστορία της ιατρικής, νευροεπιστήμη, Νευρωνική Πλαστικότητα, Ακτινοδιαγνωστική",Κανέλλι,1988-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q46955211,Q46955211,"νευρολογία, ιστορία της επιστήμης, νευροεπιστήμη, Ιστορία της ιατρικής, Νευρωνική Πλαστικότητα, Ακτινοδιαγνωστική",Κανέλλι,1988-02-01T00:00:00Z,,
http://www.wikidata.org/entity/Q47004680,Q47004680,λεξικογραφία,Q2217489,1885-08-01T00:00:00Z,1965-12-01T00:00:00Z,
http://www.wikidata.org/entity/Q47460851,Q47460851,"ιατρική, ενδοκρινολογία, διαβητολογία",Κλαμάρ,1936-01-26T00:00:00Z,2017-02-07T00:00:00Z,
http://www.wikidata.org/entity/Q47460851,Q47460851,"ιατρική, ενδοκρινολογία, διαβητολογία",Κλαμάρ,1936-01-26T00:00:00Z,2017-02-09T00:00:00Z,
http://www.wikidata.org/entity/Q47465631,Q47465631,τέχνες του θεάματος,Αμβέρσα,1970-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q47465633,Q47465633,τέχνες του θεάματος,Αμβέρσα,1950-05-01T00:00:00Z,,
http://www.wikidata.org/entity/Q48864306,Q48864306,"ιστορία, αρχειονομία",Λειψία,1903-08-11T00:00:00Z,1998-04-15T00:00:00Z,
http://www.wikidata.org/entity/Q50345842,Q50345842,"Α΄ Παγκόσμιος Πόλεμος, στράτευμα, Στρατιωτική ιστορία, ναυμαχία, εκδοτικός οίκος",Λειψία,1878-12-15T00:00:00Z,1971-01-13T00:00:00Z,
http://www.wikidata.org/entity/Q298180,Σιμόν Βέιλ,πολιτική,Νίκαια,1927-07-13T00:00:00Z,2017-06-30T00:00:00Z,Γαλλίδα πολιτικός
http://www.wikidata.org/entity/Q303350,Q303350,"ζωολογία, ηθολογία, πρωτεύοντα, φωτογραφία",Σέρτοχενμπος,1948-10-29T00:00:00Z,2024-03-14T00:00:00Z,
http://www.wikidata.org/entity/Q315843,Q315843,"μουσική, σύνθεση, μουσικό έργο/σύνθεση",Q556697,1750-01-25T00:00:00Z,1813-11-22T00:00:00Z,
http://www.wikidata.org/entity/Q319169,Πίτερ Άκροϊντ,"ποίηση, δημοσιογραφία, λογοτεχνική ανάλυση",Λονδίνο,1949-10-05T00:00:00Z,,Άγγλος συγγραφέας
http://www.wikidata.org/entity/Q320001,Q320001,"γεωλογία, παιδαγωγική, ορυκτολογία, μουσειολογία",Q1386551,1791-01-15T00:00:00Z,1863-02-22T00:00:00Z,
http://www.wikidata.org/entity/Q320001,Q320001,"γεωλογία, παιδαγωγική, ορυκτολογία, μουσειολογία",Q11989848,1791-01-15T00:00:00Z,1863-02-22T00:00:00Z,
http://www.wikidata.org/entity/Q448246,Q448246,πεζός λόγος,Λέστερ,1947-12-07T00:00:00Z,,
http://www.wikidata.org/entity/Q453196,Q453196,"γεωλογία, πετρογραφία",Μασαχουσέτη,1862-07-14T00:00:00Z,1945-06-18T00:00:00Z,
http://www.wikidata.org/entity/Q467027,Q467027,"μουσική, σύνθεση",Q2901023,1941-02-20T00:00:00Z,,
http://www.wikidata.org/entity/Q482668,Q482668,"ψυχιατρική, ψυχανάλυση, Αναπτυξιακή ψυχολογία",Μπουένος Άιρες,1932-12-23T00:00:00Z,,
http://www.wikidata.org/entity/Q506994,Q506994,"σκάκι, δίκαιο",Μοσονμαγιαροβάρ,1886-04-06T00:00:00Z,1951-08-19T00:00:00Z,
http://www.wikidata.org/entity/Q542682,Q542682,"Κόμικς, εικονογράφηση",14ο δημοτικό διαμέρισμα του Παρισιού,1982-01-22T00:00:00Z,,
http://www.wikidata.org/entity/Q3089826,Q3089826,"Αναρχοσυνδικαλισμός, Πασιφισμός",Τουλόν,1837-04-03T00:00:00Z,1912-09-01T00:00:00Z,
http://www.wikidata.org/entity/Q3124122,Q3124122,"σκηνογραφία, γραφικά",Μπουένος Άιρες,1948-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q3181088,Q3181088,τεχνική Ανάλυση,Μονπελιέ,1950-05-27T00:00:00Z,,
http://www.wikidata.org/entity/Q5195440,Q5195440,"φυσική επιστήμη, εκλαϊκευμένη επιστήμη, εκδοτικός οίκος",Γκντανσκ,1879-04-21T00:00:00Z,1956-05-25T00:00:00Z,
http://www.wikidata.org/entity/Q5234184,Q5234184,"τρίαθλο, υπερμαραθώνιος, Μαραθώνιος",Μπάφαλο (Νέα Υόρκη),1975-02-17T00:00:00Z,,
http://www.wikidata.org/entity/Q5234229,Q5234229,"δημοσιογραφία, μετανάστευση",Λονδίνο,1956-09-12T00:00:00Z,,
http://www.wikidata.org/entity/Q5236094,Q5236094,"δίκαιο, φιλοσοφία, ηθική, τεχνολογία, οντολογία, Διανοητική ιδιοκτησία, Αστικό Δίκαιο",Νέα Υόρκη,1969-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q5237449,Q5237449,"γλωσσολογία, ψυχολογία, ψυχογλωσσολογία",Καλιφόρνια,1933-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q5238901,Q5238901,δημοσιογραφία,Ίπσουιτς,1951-01-01T00:00:00Z,2021-07-17T00:00:00Z,
http://www.wikidata.org/entity/Q5250518,Q5250518,οικονομικά,Βρετανικές Ινδίες,1946-09-26T00:00:00Z,,
http://www.wikidata.org/entity/Q5321987,Q5321987,"χημεία, γεωπονία, Παιδιολογία",Q5478047,1872-10-31T00:00:00Z,1965-07-12T00:00:00Z,
http://www.wikidata.org/entity/Q5496115,Q5496115,τζαζ,Πίτσμπεργκ,1915-01-29T00:00:00Z,1995-03-18T00:00:00Z,
http://www.wikidata.org/entity/Q5505329,Q5505329,μικροβιολογία,Q2564851,1887-05-17T00:00:00Z,1955-01-09T00:00:00Z,
http://www.wikidata.org/entity/Q5537403,Q5537403,"μετάφραση, Ιταλική λογοτεχνία, δημοσιογραφία γνώμης",Λονδίνο,1929-08-23T00:00:00Z,2001-04-06T00:00:00Z,
http://www.wikidata.org/entity/Q6098507,Q6098507,"τέχνες του θεάματος, μαριονέτα",Κωνσταντινούπολη,1927-06-17T00:00:00Z,2008-09-30T00:00:00Z,
http://www.wikidata.org/entity/Q6140767,Q6140767,Υποβρύχια αρχαιολογία,Σαν Χοσέ,1958-01-11T00:00:00Z,,
http://www.wikidata.org/entity/Q6166572,Q6166572,θρησκευτική λογοτεχνία,Βαλτιμόρη,1929-01-30T00:00:00Z,2020-11-14T00:00:00Z,
http://www.wikidata.org/entity/Q6252646,Q6252646,κλασική αρχαιολογία,Χάκενσακ,1946-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q6699883,Q6699883,ιστορία,Μοντεβιδέο,1965-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q6739386,Q6739386,"Κοράνιο, Χαντίθ, Φικχ",Q6874468,1692-11-11T00:00:00Z,1761-02-11T00:00:00Z,
http://www.wikidata.org/entity/Q6767367,Q6767367,"μέσα ενημέρωσης, θεωρία συνωμοσίας",Μιλγουόκι,1977-12-21T00:00:00Z,,
http://www.wikidata.org/entity/Q6948471,Q6948471,"δημοσιογραφία, ιστορία, πολιτική επιστήμη",Σπρίνγκφιλντ,1944-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q6948471,Q6948471,"δημοσιογραφία, ιστορία, πολιτική επιστήμη",Σπρίνγκφιλντ,1944-08-31T00:00:00Z,,
http://www.wikidata.org/entity/Q7025799,Q7025799,"κοινωνιολογία, Συμβουλευτική διαβίωσης",Q48809,1944-07-12T00:00:00Z,,
http://www.wikidata.org/entity/Q25659062,Q25659062,"ιστορία, σαμί γλώσσες",Q56255262,1943-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q26245391,Q26245391,ιστορία,Q773365,1931-09-11T00:00:00Z,1997-10-03T00:00:00Z,
http://www.wikidata.org/entity/Q27971920,Q27971920,"ιστορία, μουσικολογία, κλασική φιλολογία",Q656446,1870-02-05T00:00:00Z,1946-05-27T00:00:00Z,
http://www.wikidata.org/entity/Q28036918,Q28036918,ιστορία,Ηνωμένο Βασίλειο,1970-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q28105192,Δημήτρης Μιχαλόπουλος,"ιστορία, γλωσσολογία, αρχαιολογία, ετυμολογία, θρησκειολογία, πολιτική φιλοσοφία, μουσειολογία",Αθήνα,1952-05-01T00:00:00Z,,Έλληνας ιστορικός
http://www.wikidata.org/entity/Q47505807,Q47505807,"λογοτεχνία, Ιστορία της Τέχνης, φιλολογία",Βρότσλαβ,1882-12-21T00:00:00Z,1942-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q48804472,Q48804472,λογοτεχνία για νέους ενήλικες,Αμβέρσα,1970-01-17T00:00:00Z,2020-04-30T00:00:00Z,
http://www.wikidata.org/entity/Q48869214,Q48869214,κατασκοπευτικό μυθιστόρημα,Q1771861,1970-01-15T00:00:00Z,,
http://www.wikidata.org/entity/Q51583083,Q51583083,δάσος,Σαν Φρανσίσκο,1941-10-03T00:00:00Z,2014-03-03T00:00:00Z,
http://www.wikidata.org/entity/Q51595671,Q51595671,"οικονομικά, γεωργία, κηπουρική",Λειψία,1690-10-11T00:00:00Z,1727-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q51883244,Q51883244,Γκαρότσα,Q586018,1887-01-01T00:00:00Z,1973-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q52159298,Q52159298,"Γερμανική λογοτεχνία, φιλολογία, μεσαιωνικές σπουδές, Μεσαιωνική λογοτεχνία",Λύμπεκ,1941-03-18T00:00:00Z,,
http://www.wikidata.org/entity/Q52161854,Q52161854,τέχνες του θεάματος,Q641905,1953-08-08T00:00:00Z,,
http://www.wikidata.org/entity/Q52182886,Q52182886,τέχνες του θεάματος,Ρούσελαρε,1961-08-25T00:00:00Z,,
http://www.wikidata.org/entity/Q52184580,Q52184580,"φωτογραφία, τέχνες του θεάματος",Αμβέρσα,1965-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q52186374,Q52186374,"τηλεόραση, τέχνες του θεάματος, κινηματογράφος",Οράν,1966-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q597248,Q597248,"φιλοσοφία, φεμινισμός, κοινωνιολογία, κοινωνικές επιστήμες, πολιτική φιλοσοφία",Πάρμα,1942-04-20T00:00:00Z,,
http://www.wikidata.org/entity/Q275631,Q275631,"κοινωνιολογία, φεμινισμός",Τεχεράνη,1952-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q320241,Q320241,"φωτογραφία, γλυπτική, ζωγραφική, ταινία",Άμποτσφορντ,1949-01-16T00:00:00Z,2022-10-22T00:00:00Z,
http://www.wikidata.org/entity/Q269982,Q269982,"δημοσιογραφία, ραδιοφωνικό δράμα, εκδόσεις, λογοτεχνικό περιοδικό",Σκάρμπορο,1942-02-05T00:00:00Z,,
http://www.wikidata.org/entity/Q283659,Q283659,"δημοσιογραφία, δοκίμιο",Μπιουτ,1941-08-26T00:00:00Z,2022-09-01T00:00:00Z,
http://www.wikidata.org/entity/Q289144,Q289144,τζαζ,Σαν Φρανσίσκο,1950-08-11T00:00:00Z,,
http://www.wikidata.org/entity/Q298334,Q298334,λογοτεχνία,Σίδνεϊ,1935-10-07T00:00:00Z,,
http://www.wikidata.org/entity/Q300791,Q300791,λογοτεχνία,Q18647509,1903-08-19T00:00:00Z,1993-10-20T00:00:00Z,
http://www.wikidata.org/entity/Q306456,Q306456,τζαζ,Αμβούργο,1933-02-04T00:00:00Z,2021-07-27T00:00:00Z,
http://www.wikidata.org/entity/Q312525,Χιρονόμπου Σακαγκούτσι,βιντεοπαιχνίδι,Χιτάτσι,1962-11-25T00:00:00Z,,
http://www.wikidata.org/entity/Q324421,Q324421,"παιδαγωγική, εικαστικές τέχνες, εναλλακτική ιατρική, λεξικογραφία, Προσκοπισμός",Μίντχερστ,1894-06-06T00:00:00Z,1982-11-21T00:00:00Z,
http://www.wikidata.org/entity/Q447948,Q447948,τζαζ,Πονταπρίδ,1928-02-24T00:00:00Z,2018-11-11T00:00:00Z,
http://www.wikidata.org/entity/Q450282,Q450282,τζαζ,Γκίλντφορντ,1953-11-24T00:00:00Z,,
http://www.wikidata.org/entity/Q454005,Q454005,"λογοτεχνία, δημοσιογραφία",Αβάνα,1955-10-09T00:00:00Z,,
http://www.wikidata.org/entity/Q465292,Q465292,"θρησκεία, Ιστορία της Τέχνης",Νοτιοαφρικανική Ένωση,1930-02-25T00:00:00Z,2018-12-26T00:00:00Z,
http://www.wikidata.org/entity/Q466933,Q466933,"οικονομικά, Οικονομική ιστορία",Σάλφορντ,1873-09-13T00:00:00Z,1946-03-29T00:00:00Z,
http://www.wikidata.org/entity/Q471546,Τζον Πίλγκερ,"δημοσιογραφία, εξωτερική πολιτική, διεθνείς σχέσεις",Σίδνεϊ,1939-10-09T00:00:00Z,2023-12-30T00:00:00Z,Αυστραλός δημοσιογράφος
http://www.wikidata.org/entity/Q474333,Q474333,"οικονομικά, ψυχολογία",Χάιφα,1937-03-16T00:00:00Z,1996-06-02T00:00:00Z,
http://www.wikidata.org/entity/Q505520,Q505520,οικονομικά,Λίβερπουλ,1910-01-18T00:00:00Z,1993-03-18T00:00:00Z,
http://www.wikidata.org/entity/Q506102,Q506102,"λογοτεχνία, Θεωρία της λογοτεχνίας, ιστορία της λογοτεχνίας, συγκριτική λογοτεχνία",Αλεξάνδρεια,1951-01-02T00:00:00Z,,
http://www.wikidata.org/entity/Q518545,Q518545,τζαζ,14ο δημοτικό διαμέρισμα του Παρισιού,1925-06-16T00:00:00Z,2019-02-12T00:00:00Z,
http://www.wikidata.org/entity/Q559334,Q559334,"Τεχνητή νοημοσύνη, οντολογία, γνωσιακή βάση",Φιλαδέλφεια,1950-09-13T00:00:00Z,2023-08-31T00:00:00Z,
http://www.wikidata.org/entity/Q571698,Q571698,ψυχολογία,Φιλαδέλφεια,1911-06-04T00:00:00Z,1991-06-10T00:00:00Z,
http://www.wikidata.org/entity/Q5006515,Q5006515,ιστορία της Ινδίας,Q297967,1865-07-10T00:00:00Z,1946-01-27T00:00:00Z,
http://www.wikidata.org/entity/Q5233430,Q5233430,"γλυπτική, Ξυλογλυπτική",Άκρον,1944-05-10T00:00:00Z,2019-06-15T00:00:00Z,
http://www.wikidata.org/entity/Q5251756,Q5251756,κόσμημα,Ισραήλ,1947-11-11T00:00:00Z,,
http://www.wikidata.org/entity/Q5257208,Q5257208,"λογοτεχνική ανάλυση, Αγγλική λογοτεχνία, αμερικανική λογοτεχνία",Q1025610,1928-12-01T00:00:00Z,2021-04-06T00:00:00Z,
http://www.wikidata.org/entity/Q5343213,Q5343213,Κελτικές γλώσσες,Q2078143,1868-04-01T00:00:00Z,1941-02-10T00:00:00Z,
http://www.wikidata.org/entity/Q5387508,Q5387508,ορνιθολογία,Λονδίνο,1921-08-24T00:00:00Z,2009-03-01T00:00:00Z,
http://www.wikidata.org/entity/Q5416536,Q5416536,"Οικονομική ιστορία, βιομηχανική ιστορία",Όσλο,1946-06-05T00:00:00Z,,
http://www.wikidata.org/entity/Q5482233,Q5482233,"αρχαιολογία, Προϊστορική αρχαιολογία",Λονδίνο,1945-01-13T00:00:00Z,,
http://www.wikidata.org/entity/Q5492832,Q5492832,Αιγυπτιολογία,Λάνταου,1822-02-18T00:00:00Z,1895-02-11T00:00:00Z,
http://www.wikidata.org/entity/Q6700184,Q6700184,φωτορεπορτάζ,Αράντ,1968-05-12T00:00:00Z,,
http://www.wikidata.org/entity/Q6834344,Q6834344,"Πολιτισμική Ανθρωπολογία, οικολογισμός, βιομηχανία ενέργειας",Κολοράντο,1971-06-16T00:00:00Z,,
http://www.wikidata.org/entity/Q6835425,Q6835425,δημοσιογραφία γνώμης,Πάτερσον,1953-08-27T00:00:00Z,,
http://www.wikidata.org/entity/Q7083159,Q7083159,λαογραφία,Q88804,1918-05-19T00:00:00Z,1998-07-26T00:00:00Z,
http://www.wikidata.org/entity/Q7176295,Q7176295,"Ιστορία της Τέχνης, Στρατιωτική ιστορία, ιστορία του πολιτισμού, πολιτική ιστορία",Βερολίνο,1924-04-13T00:00:00Z,2020-09-11T00:00:00Z,
http://www.wikidata.org/entity/Q19132998,Q19132998,"ιστορία, Ιστορία του Χριστιανισμού",Q325043,1828-05-20T00:00:00Z,1908-08-23T00:00:00Z,
http://www.wikidata.org/entity/Q19207655,Q19207655,ιστορία,Κοπεγχάγη,1789-01-27T00:00:00Z,1867-11-01T00:00:00Z,
http://www.wikidata.org/entity/Q19214421,Q19214421,"μαθηματικά, γεωγραφία, αρχιτεκτονική, γεωμετρία, επιστήμη πολιτικού μηχανικού, στρατιωτικό κτήριο",Ουλμ,1632-11-07T00:00:00Z,1655-03-08T00:00:00Z,
http://www.wikidata.org/entity/Q19214424,Q19214424,ιστορία,Μόσχα,1848-01-01T00:00:00Z,1933-01-14T00:00:00Z,
http://www.wikidata.org/entity/Q19223880,Q19223880,"ιστορία, γεωγραφία, αρχειονομία",Μπάμπεργκ,1807-09-06T00:00:00Z,1877-07-15T00:00:00Z,
http://www.wikidata.org/entity/Q19226758,Q19226758,"ιστορία, δίκαιο",Στένταλ,1686-03-08T00:00:00Z,1764-05-14T00:00:00Z,
http://www.wikidata.org/entity/Q24701838,Q24701838,θέατρο,Ουέστμαουντ,1971-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q25909904,Q25909904,Χριστιανισμός,Q2640153,1884-11-16T00:00:00Z,1961-12-17T00:00:00Z,
http://www.wikidata.org/entity/Q26203299,Q26203299,λογοτεχνία,Ντεν Χέλντερ,1954-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q26263297,Q26263297,δημοσιογραφία,Λοτζ,1909-01-01T00:00:00Z,1944-09-01T00:00:00Z,
http://www.wikidata.org/entity/Q27962054,Q27962054,"εκπαίδευση, εκπαιδευτικό σύστημα",Αρζαντέιγ,1983-02-12T00:00:00Z,,
http://www.wikidata.org/entity/Q28791868,Q28791868,"παιδαγωγική, εκπαιδευτικό σύστημα",Q12034270,1861-01-01T00:00:00Z,1926-03-03T00:00:00Z,
http://www.wikidata.org/entity/Q28791868,Q28791868,"παιδαγωγική, εκπαιδευτικό σύστημα",Q12034270,1861-11-20T00:00:00Z,1926-03-03T00:00:00Z,
http://www.wikidata.org/entity/Q28791868,Q28791868,"παιδαγωγική, εκπαιδευτικό σύστημα",Q12034270,1862-11-20T00:00:00Z,1926-03-03T00:00:00Z,
http://www.wikidata.org/entity/Q28814898,Q28814898,"λογοτεχνία, κοινωνική εργασία",Λιντς,1967-08-10T00:00:00Z,,
http://www.wikidata.org/entity/Q28914805,Q28914805,"ποίηση, Καμπαρέ",Q11119,1990-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q29368338,Q29368338,"παιχνίδι, παιδική λογοτεχνία",Q321792,1963-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q29571576,Q29571576,"χημεία, οργανική χημεία",Παλάτι Φίνκενσταϊν,1851-01-01T00:00:00Z,1928-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q29571576,Q29571576,"χημεία, οργανική χημεία",Παλάτι Φίνκενσταϊν,1851-12-15T00:00:00Z,1928-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q29571576,Q29571576,"χημεία, οργανική χημεία",Παλάτι Φίνκενσταϊν,1851-01-01T00:00:00Z,1928-04-21T00:00:00Z,
http://www.wikidata.org/entity/Q29571576,Q29571576,"χημεία, οργανική χημεία",Παλάτι Φίνκενσταϊν,1851-12-15T00:00:00Z,1928-04-21T00:00:00Z,
http://www.wikidata.org/entity/Q270751,Q270751,ιατρός,Q605771,1898-02-01T00:00:00Z,2012-04-01T00:00:00Z,
http://www.wikidata.org/entity/Q272566,Όμπρεϊ Μπίρτνσλυ,απεικόνιση,Μπράιτον,1872-08-21T00:00:00Z,1898-03-16T00:00:00Z,
http://www.wikidata.org/entity/Q274627,Q274627,"λογοτεχνική ανάλυση, Αγγλική λογοτεχνία",Δουβλίνο,1794-05-17T00:00:00Z,1860-03-17T00:00:00Z,
http://www.wikidata.org/entity/Q274627,Q274627,"λογοτεχνική ανάλυση, Αγγλική λογοτεχνία",Δουβλίνο,1794-05-19T00:00:00Z,1860-03-17T00:00:00Z,
http://www.wikidata.org/entity/Q280673,Q280673,"τρόμος, Αγγλική λογοτεχνία, λογοτεχνία φαντασίας",Καλιφόρνια,1888-07-29T00:00:00Z,1940-06-12T00:00:00Z,
http://www.wikidata.org/entity/Q280673,Q280673,"τρόμος, Αγγλική λογοτεχνία, λογοτεχνία φαντασίας",Σάντα Μπάρμπαρα,1888-07-29T00:00:00Z,1940-06-12T00:00:00Z,
http://www.wikidata.org/entity/Q282787,Q282787,"υποκριτική, σκηνογραφία",Q2090609,1942-01-31T00:00:00Z,1994-02-19T00:00:00Z,
http://www.wikidata.org/entity/Q313289,Ρίτσαρντ Άνταμς,παιδική λογοτεχνία,Νιούμπερι,1920-05-10T00:00:00Z,2016-12-24T00:00:00Z,
http://www.wikidata.org/entity/Q315362,Μπεν Όκρι,τέχνες του θεάματος,Μίννα,1959-03-15T00:00:00Z,,Νιγηριανός συγγραφέας
http://www.wikidata.org/entity/Q319505,Q319505,εκστρατεία,Αγία Πετρούπολη,1842-06-03T00:00:00Z,1905-11-20T00:00:00Z,
http://www.wikidata.org/entity/Q456616,Κρεσίντα Κόουελ,"εικαστικές τέχνες, εικονογράφηση",Λονδίνο,1966-04-15T00:00:00Z,,Βρεττανή συγγραφέας
http://www.wikidata.org/entity/Q459068,Q459068,γνωσιακή νευροεπιστήμη,Λισαβόνα,1942-09-24T00:00:00Z,,
http://www.wikidata.org/entity/Q492029,Τιτσιάνο Φέρο,άσμα,Λατίνα,1980-02-21T00:00:00Z,,
http://www.wikidata.org/entity/Q518165,Q518165,αμπελοκομία,Μόσχα,1913-12-03T00:00:00Z,1989-06-01T00:00:00Z,
http://www.wikidata.org/entity/Q523948,Q523948,τέχνες του θεάματος,Ζόττεγκεμ,1979-05-17T00:00:00Z,,
http://www.wikidata.org/entity/Q545546,Q545546,τέχνες του θεάματος,Γάνδη,1968-04-16T00:00:00Z,,
http://www.wikidata.org/entity/Q4162615,Q4162615,"ιστορία, αρχειονομία",Q3438210,1848-10-22T00:00:00Z,1919-08-24T00:00:00Z,
http://www.wikidata.org/entity/Q4162652,Q4162652,"ιστορία, πολιτική, δημοσιογραφία γνώμης",Q10519255,1870-09-24T00:00:00Z,1952-06-23T00:00:00Z,
http://www.wikidata.org/entity/Q4276445,Q4276445,"ιστορία, φιλολογία",Μπρεστ,1837-01-01T00:00:00Z,1883-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q4276445,Q4276445,"ιστορία, φιλολογία",Μπρεστ,1837-10-22T00:00:00Z,1883-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q4276445,Q4276445,"ιστορία, φιλολογία",Μπρεστ,1837-01-01T00:00:00Z,1883-03-02T00:00:00Z,
http://www.wikidata.org/entity/Q4276445,Q4276445,"ιστορία, φιλολογία",Μπρεστ,1837-10-22T00:00:00Z,1883-03-02T00:00:00Z,
http://www.wikidata.org/entity/Q4387214,Q4387214,"ιστορία, μαθηματικά, Ινδολογία",Μαϊσόρε,1943-01-01T00:00:00Z,2019-12-11T00:00:00Z,
http://www.wikidata.org/entity/Q4757681,Q4757681,"ιστορία, Στρατιωτική ιστορία",Νόρφολκ,1956-12-31T00:00:00Z,,
http://www.wikidata.org/entity/Q4998760,Q4998760,Φικχ,Ουζμπεκιστάν,1117-01-01T00:00:00Z,1197-11-05T00:00:00Z,
http://www.wikidata.org/entity/Q4998760,Q4998760,Φικχ,Ντουσαμπέ,1117-01-01T00:00:00Z,1197-11-05T00:00:00Z,
http://www.wikidata.org/entity/Q4998760,Q4998760,Φικχ,Q250276,1117-01-01T00:00:00Z,1197-11-05T00:00:00Z,
http://www.wikidata.org/entity/Q4998760,Q4998760,Φικχ,Μάρτζιλαν,1117-01-01T00:00:00Z,1197-11-05T00:00:00Z,
http://www.wikidata.org/entity/Q4998760,Q4998760,Φικχ,Ουζμπεκιστάν,1117-11-19T00:00:00Z,1197-11-05T00:00:00Z,
http://www.wikidata.org/entity/Q4998760,Q4998760,Φικχ,Ντουσαμπέ,1117-11-19T00:00:00Z,1197-11-05T00:00:00Z,
