politician,politicianLabel,fields,placeOfBirthLabel,dateOfBirth,dateOfDeath,description
http://www.wikidata.org/entity/Q95237,Q95237,"πολιτική, δίκαιο, δημοσιογραφία γνώμης",Παρίσι,1956-02-25T00:00:00Z,,
http://www.wikidata.org/entity/Q95264,Q95264,"πολιτική, δημοσιογραφία",Βορμς,1901-06-22T00:00:00Z,1960-02-08T00:00:00Z,
http://www.wikidata.org/entity/Q95488,Q95488,"πολιτική, δημοσιογραφία",Άουγκσμπουργκ,1884-05-01T00:00:00Z,1969-12-06T00:00:00Z,
http://www.wikidata.org/entity/Q95783,Φρίντριχ φον Σχρότερ,"πολιτική, μεταρρύθμιση",Q1793157,1743-02-01T00:00:00Z,1815-06-30T00:00:00Z,
http://www.wikidata.org/entity/Q95840,Q95840,"πολιτική, δίκαιο",Στουτγκάρδη,1890-10-23T00:00:00Z,1952-03-09T00:00:00Z,
http://www.wikidata.org/entity/Q95884,Q95884,"πολιτική, δίκαιο, δημοσιογραφία γνώμης, Προσκοπισμός",Q202889,1861-07-27T00:00:00Z,1944-12-12T00:00:00Z,
http://www.wikidata.org/entity/Q96405,Q96405,"πολιτική, δημόσια υπηρεσία",Q560940,1691-04-02T00:00:00Z,1771-10-25T00:00:00Z,
http://www.wikidata.org/entity/Q96414,Q96414,"πολιτική, δίκαιο, Συνταγματικό Δίκαιο, Διεθνές Δίκαιο",Μπαϊρόιτ,1850-01-01T00:00:00Z,1928-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q96414,Q96414,"πολιτική, δίκαιο, Συνταγματικό Δίκαιο, Διεθνές Δίκαιο",Μπαϊρόιτ,1850-01-13T00:00:00Z,1928-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q96414,Q96414,"πολιτική, δίκαιο, Συνταγματικό Δίκαιο, Διεθνές Δίκαιο",Μπαϊρόιτ,1850-01-01T00:00:00Z,1928-01-04T00:00:00Z,
http://www.wikidata.org/entity/Q96414,Q96414,"πολιτική, δίκαιο, Συνταγματικό Δίκαιο, Διεθνές Δίκαιο",Μπαϊρόιτ,1850-01-13T00:00:00Z,1928-01-04T00:00:00Z,
http://www.wikidata.org/entity/Q96492,Q96492,"πολιτική, δίκαιο",Κουρεσαάρε,1878-01-01T00:00:00Z,1942-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q96683,Q96683,"πολιτική, εργατικό κίνημα, συνδικάτο",Q665569,1880-12-09T00:00:00Z,1943-05-11T00:00:00Z,
http://www.wikidata.org/entity/Q96689,Q96689,"πολιτική, Ελληνική λογοτεχνία, νεοελληνική λογοτεχνία, ιστορία της λογοτεχνίας",Q656665,1815-03-14T00:00:00Z,1872-11-05T00:00:00Z,
http://www.wikidata.org/entity/Q96816,Q96816,πολιτική,Q53773,1879-07-28T00:00:00Z,1947-12-31T00:00:00Z,Γερμανός πολιτικός
http://www.wikidata.org/entity/Q97069,Q97069,"πολιτική, δημοσιογραφία",Μπλάνκενμπουργκ,1829-03-25T00:00:00Z,1900-07-25T00:00:00Z,
http://www.wikidata.org/entity/Q97074,Q97074,"πολιτική, δίκαιο, δημοσιογραφία γνώμης",Q623516,1815-03-08T00:00:00Z,1889-04-22T00:00:00Z,
http://www.wikidata.org/entity/Q97085,Q97085,"πολιτική, δημοσιογραφία",Βερολίνο,1887-07-11T00:00:00Z,1944-01-17T00:00:00Z,
http://www.wikidata.org/entity/Q97110,Q97110,"πολιτική, εκπαίδευση",Q740863,1903-02-16T00:00:00Z,1964-05-03T00:00:00Z,
http://www.wikidata.org/entity/Q97199,Q97199,"πολιτική, γεωργία",Ουλμ,1898-03-12T00:00:00Z,1984-07-27T00:00:00Z,
http://www.wikidata.org/entity/Q97325,Q97325,"πολιτική, παιδαγωγική",Γκότα,1907-01-01T00:00:00Z,1977-04-02T00:00:00Z,
http://www.wikidata.org/entity/Q97678,Q97678,"Πολεμικό ναυτικό, πολιτική, αστυνομία",Φλένσμπουργκ,1871-01-08T00:00:00Z,1939-03-13T00:00:00Z,
http://www.wikidata.org/entity/Q97871,Q97871,χημεία,Q2637402,1929-09-30T00:00:00Z,,
http://www.wikidata.org/entity/Q98418,Q98418,"πολιτική, λογοτεχνία",Ρόιτλινγκεν,1909-01-06T00:00:00Z,1979-04-07T00:00:00Z,
http://www.wikidata.org/entity/Q98602,Q98602,"πολιτική, Εραλδική",Στουτγκάρδη,1814-05-05T00:00:00Z,1884-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q98602,Q98602,"πολιτική, Εραλδική",Στουτγκάρδη,1814-05-05T00:00:00Z,1884-12-26T00:00:00Z,
http://www.wikidata.org/entity/Q98737,Q98737,"πολιτική, δημοσιογραφία, δημοσιογραφία γνώμης",Δρέσδη,1896-10-02T00:00:00Z,1982-03-30T00:00:00Z,
http://www.wikidata.org/entity/Q99397,Q99397,"πολιτική, δίκαιο",Πότσδαμ,1860-06-04T00:00:00Z,1956-04-28T00:00:00Z,
http://www.wikidata.org/entity/Q99812,Q99812,"πολιτική, παιδαγωγική, δημοσιογραφία",Άϊζεναχ,1893-10-13T00:00:00Z,1978-05-01T00:00:00Z,
http://www.wikidata.org/entity/Q100593,Q100593,πολιτική,Στρασβούργο,1909-01-01T00:00:00Z,2000-03-15T00:00:00Z,
http://www.wikidata.org/entity/Q60125,Γεώργιος Ακροπολίτης,ιστορία,Κωνσταντινούπολη,1217-01-01T00:00:00Z,1282-08-01T00:00:00Z,Έλληνας ιστορικός και διπλωμάτης (1217-1282)
http://www.wikidata.org/entity/Q60208,Καρλ Κορς,"φιλοσοφία, πολιτική, κοινωνιολογία",Q651407,1886-08-15T00:00:00Z,1961-10-21T00:00:00Z,
http://www.wikidata.org/entity/Q60285,Ερνστ Τρελτς,φιλοσοφία,Άουσμουργκ Χάουνστέττεν,1865-02-17T00:00:00Z,1923-02-01T00:00:00Z,
http://www.wikidata.org/entity/Q60650,Ερνστ φον Βάιτσεκερ,διπλωματία,Στουτγκάρδη,1882-05-25T00:00:00Z,1951-08-04T00:00:00Z,
http://www.wikidata.org/entity/Q61213,Αντώνιος Ούλριχ του Βολφενμπύτελ,"όπερα, πολιτική, λογοτεχνία, Διαφωτισμός",Χίτσακερ,1633-10-04T00:00:00Z,1714-03-27T00:00:00Z,"Συγκυβερνήτης του Μπράουνσβαϊγκ-Βολφενμπύτελ από το 1685 έως το 1702, δούκας από το 1704 έως το 1714"
http://www.wikidata.org/entity/Q61276,Q61276,"διπλωματία, πολιτική",Μπόχουμ,1686-06-09T00:00:00Z,1747-05-22T00:00:00Z,
http://www.wikidata.org/entity/Q61276,Q61276,"διπλωματία, πολιτική",Μπόχουμ,1687-01-01T00:00:00Z,1747-05-22T00:00:00Z,
http://www.wikidata.org/entity/Q61276,Q61276,"διπλωματία, πολιτική",Μπόχουμ,1687-07-09T00:00:00Z,1747-05-22T00:00:00Z,
http://www.wikidata.org/entity/Q61276,Q61276,"διπλωματία, πολιτική",Μπόχουμ,1686-06-09T00:00:00Z,1747-05-31T00:00:00Z,
http://www.wikidata.org/entity/Q61276,Q61276,"διπλωματία, πολιτική",Μπόχουμ,1687-01-01T00:00:00Z,1747-05-31T00:00:00Z,
http://www.wikidata.org/entity/Q61276,Q61276,"διπλωματία, πολιτική",Μπόχουμ,1687-07-09T00:00:00Z,1747-05-31T00:00:00Z,
http://www.wikidata.org/entity/Q61723,Γκούσταβ Λαντάουερ,"φιλοσοφία, πολιτική, μετάφραση, λογοτεχνία, δημοσιογραφία, δράμα, επεξεργασία, εκδόσεις, κριτική θεάτρου",Καρλσρούη,1870-04-07T00:00:00Z,1919-05-02T00:00:00Z,"Θεωρητικός του αναρχισμού, πασιφιστής, συγγραφέας"
http://www.wikidata.org/entity/Q61895,Q61895,"Καθολικισμός, πολιτική, θεολογία, Κανονικό Δίκαιο, Εκκλησιαστικό Δίκαιο",Τριρ,1881-05-23T00:00:00Z,1952-04-15T00:00:00Z,
http://www.wikidata.org/entity/Q65113,Μπεάτε Κλάρσφλεντ,Ναζιστική Γερμανία,Βερολίνο,1939-02-13T00:00:00Z,,
http://www.wikidata.org/entity/Q69120,Q69120,Σοσιαλδημοκρατικό Κόμμα της Γερμανίας,Βρέμη,1929-04-02T00:00:00Z,2016-04-21T00:00:00Z,
http://www.wikidata.org/entity/Q70035,Q70035,"δημοσιογραφία, δημοσιογραφία γνώμης",Q1392312,1928-12-01T00:00:00Z,2021-11-30T00:00:00Z,
http://www.wikidata.org/entity/Q70100,Q70100,δίκαιο,Βέρνε,1822-11-29T00:00:00Z,1904-01-21T00:00:00Z,
http://www.wikidata.org/entity/Q70324,Q70324,"δίκαιο, Ρωμαϊκό Δίκαιο",Q537453,1820-02-25T00:00:00Z,1887-09-13T00:00:00Z,
http://www.wikidata.org/entity/Q70650,Q70650,οικονομικά,Νύρτινγκεν,1831-02-24T00:00:00Z,1903-12-25T00:00:00Z,
http://www.wikidata.org/entity/Q70860,Q70860,"οικονομικά, στατιστική",Αμβούργο,1814-11-23T00:00:00Z,1892-10-22T00:00:00Z,
http://www.wikidata.org/entity/Q71631,Q71631,"Ινδοευρωπαϊκές γλώσσες, φιλολογία, ναζιστική προπαγάνδα, Εθνικός Σοσιαλισμός",Καϊζερσλάουτερν,1901-05-07T00:00:00Z,1993-03-21T00:00:00Z,
http://www.wikidata.org/entity/Q71754,Q71754,"λογοτεχνία, δημοσιογραφία",Τσερνιαχόφσκ,1819-02-08T00:00:00Z,1904-06-25T00:00:00Z,
http://www.wikidata.org/entity/Q92035,Q92035,"ιατρική, παιδιατρική, νευρολογία, Εσωτερική παθολογία, ψυχιατρική",Q61825,1887-10-09T00:00:00Z,1961-08-08T00:00:00Z,
http://www.wikidata.org/entity/Q93371,Λέοπολντ Μπέρχτολντ,στράτευμα,Βιέννη,1863-04-18T00:00:00Z,1942-11-21T00:00:00Z,Αυστριακός πολιτικός
http://www.wikidata.org/entity/Q93890,Q93890,Ιστορία της Τέχνης,Q252226,1898-06-26T00:00:00Z,1958-08-02T00:00:00Z,
http://www.wikidata.org/entity/Q94061,Q94061,"μεταλλουργία, μεταλλευτική μηχανική, τεχνική",Q100354933,1809-05-10T00:00:00Z,1897-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q94061,Q94061,"μεταλλουργία, μεταλλευτική μηχανική, τεχνική",Q100354933,1809-05-10T00:00:00Z,1897-06-08T00:00:00Z,
http://www.wikidata.org/entity/Q94116,Q94116,"ψυχιατρική, ιατρική, νευρολογία",Λίεντς,1918-02-05T00:00:00Z,2012-01-02T00:00:00Z,
http://www.wikidata.org/entity/Q94765,Q94765,οικονομικά,Χόικ,1805-06-03T00:00:00Z,1860-08-11T00:00:00Z,
http://www.wikidata.org/entity/Q95277,Q95277,θεολογία,Κέτεν,1799-02-27T00:00:00Z,1872-03-23T00:00:00Z,
http://www.wikidata.org/entity/Q95282,Q95282,δίκαιο,Βέτσλαρ,1794-11-30T00:00:00Z,1879-12-13T00:00:00Z,
http://www.wikidata.org/entity/Q95337,Q95337,πολιτική επιστήμη,Κρέφελντ,1934-09-13T00:00:00Z,,
http://www.wikidata.org/entity/Q95349,Q95349,"δίκαιο, αστυνομία",Πέρλεμπεργκ,1865-05-18T00:00:00Z,1941-06-15T00:00:00Z,
http://www.wikidata.org/entity/Q95543,Q95543,δίκαιο,Χαϊδελβέργη,1812-12-24T00:00:00Z,1894-06-03T00:00:00Z,
http://www.wikidata.org/entity/Q95969,Q95969,δίκαιο,Σλέσβιχ,1836-09-24T00:00:00Z,1907-07-20T00:00:00Z,
http://www.wikidata.org/entity/Q96390,Q96390,"ιατρική, Ιστοριογραφία, τοπογραφία",Q20784,1607-01-01T00:00:00Z,1672-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q96595,Q96595,"δίκαιο, νομική",Βόλγκαστ,1795-08-13T00:00:00Z,1874-10-20T00:00:00Z,
http://www.wikidata.org/entity/Q96898,Q96898,"δημοσιογραφία, δημοσιογραφία γνώμης, επεξεργασία, πολιτική δραστηριότητα, εκδόσεις",Βερολίνο,1875-10-20T00:00:00Z,1944-02-10T00:00:00Z,
http://www.wikidata.org/entity/Q97231,Q97231,"ιατρική, οφθαλμολογία",Λέσνο,1825-11-15T00:00:00Z,1902-07-07T00:00:00Z,
http://www.wikidata.org/entity/Q97231,Q97231,"ιατρική, οφθαλμολογία",Q822940,1825-11-15T00:00:00Z,1902-07-07T00:00:00Z,
http://www.wikidata.org/entity/Q98118,Q98118,"παιδαγωγική, εκπαιδευτικό σύστημα",Ζόεστ,1800-08-28T00:00:00Z,1882-08-17T00:00:00Z,
http://www.wikidata.org/entity/Q98960,Q98960,"Προϊστορία, αρχαιολογία",Μαγδεβούργο,1889-05-25T00:00:00Z,1981-01-21T00:00:00Z,
http://www.wikidata.org/entity/Q59549,Q59549,"πολιτική, δίκαιο, σενάριο",Βαρσοβία,1945-10-25T00:00:00Z,,
http://www.wikidata.org/entity/Q59739,Q59739,πολιτική,Μπρέμερχαφεν,1875-02-26T00:00:00Z,1944-10-19T00:00:00Z,
http://www.wikidata.org/entity/Q60114,Q60114,"πολιτική, στράτευμα",Αλκάινς,1935-01-25T00:00:00Z,,
http://www.wikidata.org/entity/Q60115,Γκέοργκ Μιχαέλις,"πολιτική, δίκαιο",Χόινουφ,1857-09-08T00:00:00Z,1936-07-24T00:00:00Z,Γερμανός νομικός και καγκελάριος (1857-1936)
http://www.wikidata.org/entity/Q60353,Έριχ Κοχ,ναζισμός,Έλμπερφελντ,1896-06-19T00:00:00Z,1986-11-12T00:00:00Z,
http://www.wikidata.org/entity/Q61053,Όλαφ Σολτς,πολιτική,Οσναμπρύκ,1958-06-14T00:00:00Z,,Καγκελάριος της Ομοσπονδιακής Δημοκρατίας της Γερμανίας
http://www.wikidata.org/entity/Q61093,Ιωάννης Γεώργιος Δ΄ της Σαξονίας,"πολιτική, ευγενείς",Δρέσδη,1668-10-18T00:00:00Z,1694-04-27T00:00:00Z,
http://www.wikidata.org/entity/Q61195,Γκέοργκ Κέρσενσταϊνερ,παιδαγωγική,Μόναχο,1854-07-29T00:00:00Z,1932-01-15T00:00:00Z,
http://www.wikidata.org/entity/Q61250,Q61250,πολιτική,Q706249,1934-11-15T00:00:00Z,2022-06-28T00:00:00Z,Γερμανός πολιτικός
http://www.wikidata.org/entity/Q61268,Γουλιέλμος Ε΄ της Έσσης-Κάσσελ,"πολιτική, Διακυβέρνηση",Κάσσελ,1602-02-13T00:00:00Z,1637-09-21T00:00:00Z,
http://www.wikidata.org/entity/Q61268,Γουλιέλμος Ε΄ της Έσσης-Κάσσελ,"πολιτική, Διακυβέρνηση",Κάσσελ,1602-02-14T00:00:00Z,1637-09-21T00:00:00Z,
http://www.wikidata.org/entity/Q61274,Πέτρος Α΄ του Όλντενμπουργκ,"πολιτική, Διακυβέρνηση",Πραμπούτι,1755-01-17T00:00:00Z,1829-05-21T00:00:00Z,
http://www.wikidata.org/entity/Q61447,Φρειδερίκος Β΄ της Σαξονίας-Γκότα-Άλτενμπουργκ,"πολιτική, Διακυβέρνηση",Γκότα,1676-08-07T00:00:00Z,1732-03-23T00:00:00Z,
http://www.wikidata.org/entity/Q61447,Φρειδερίκος Β΄ της Σαξονίας-Γκότα-Άλτενμπουργκ,"πολιτική, Διακυβέρνηση",Γκότα,1676-08-07T00:00:00Z,1732-04-23T00:00:00Z,
http://www.wikidata.org/entity/Q61477,Q61477,"ναζισμός, αξιωματικός, στρατιώτης",Q509925,1875-02-24T00:00:00Z,1955-09-23T00:00:00Z,
http://www.wikidata.org/entity/Q61708,Q61708,"πολιτική, δίκαιο",Βερολίνο,1860-10-28T00:00:00Z,1925-10-09T00:00:00Z,
http://www.wikidata.org/entity/Q61922,Q61922,"πολιτική, δίκαιο",Λύμπεκ,1878-11-21T00:00:00Z,1949-11-23T00:00:00Z,
http://www.wikidata.org/entity/Q62084,Φραντς Σλέγκελμπεργκερ,δίκαιο,Κούνιχσμπεργκ,1876-10-23T00:00:00Z,1970-12-14T00:00:00Z,
http://www.wikidata.org/entity/Q62539,Γκούντρουν Χίμλερ,ναζισμός,Μόναχο,1929-08-08T00:00:00Z,2018-05-24T00:00:00Z,Γερμανίδα νεοναζί και κόρη του ηγέτη των SS Χάινριχ Χίμλερ
http://www.wikidata.org/entity/Q62749,Q62749,δημόσιο δίκαιο,Τσιέσιν,1891-07-17T00:00:00Z,1933-11-05T00:00:00Z,
http://www.wikidata.org/entity/Q62833,Q62833,οικονομικά,Χαϊλμπρόν,1838-06-24T00:00:00Z,1917-06-27T00:00:00Z,
http://www.wikidata.org/entity/Q63695,Q63695,οικονομικά,Γκράιφσβαλντ,1805-08-12T00:00:00Z,1875-12-06T00:00:00Z,
http://www.wikidata.org/entity/Q63784,Μπάρμπαρα φον Κρούντενερ,λογοτεχνία,Ρίγα,1764-11-22T00:00:00Z,1824-12-13T00:00:00Z,Γερμανίδα μυστικιστική θεολόγος και συγγραφέας
http://www.wikidata.org/entity/Q63784,Μπάρμπαρα φον Κρούντενερ,λογοτεχνία,Ρίγα,1764-11-22T00:00:00Z,1824-12-25T00:00:00Z,Γερμανίδα μυστικιστική θεολόγος και συγγραφέας
http://www.wikidata.org/entity/Q64180,Q64180,Συνταγματικό Δίκαιο,Q2008843,1790-03-29T00:00:00Z,1869-03-10T00:00:00Z,
http://www.wikidata.org/entity/Q64534,Q64534,"στράτευμα, ένοπλες δυνάμεις, Αεροπορία",Q20771,1879-12-12T00:00:00Z,1972-12-03T00:00:00Z,
http://www.wikidata.org/entity/Q65397,Q65397,δίκαιο,Φραγκφούρτη,1901-01-07T00:00:00Z,1986-10-29T00:00:00Z,
http://www.wikidata.org/entity/Q65397,Q65397,δίκαιο,Φραγκφούρτη,1901-01-07T00:00:00Z,1986-10-30T00:00:00Z,
http://www.wikidata.org/entity/Q70999,Μάνφρεντ φον Αρντέν,"πυρηνική φυσική, εφαρμοσμένη φυσική",Αμβούργο,1907-01-20T00:00:00Z,1997-05-26T00:00:00Z,"Γερμανός φυσικός, ερευνητής και εφευρέτης"
http://www.wikidata.org/entity/Q71208,Q71208,Ρωμαϊκό Δίκαιο,Μάιντς,1829-03-03T00:00:00Z,1907-11-23T00:00:00Z,
http://www.wikidata.org/entity/Q71322,Q71322,νομική,Βύρτσμπουργκ,1802-01-16T00:00:00Z,1861-08-10T00:00:00Z,
http://www.wikidata.org/entity/Q71410,Q71410,Φεμινιστικό κίνημα,Q486551,1857-09-22T00:00:00Z,1943-12-20T00:00:00Z,
http://www.wikidata.org/entity/Q71416,Q71416,Φεμινιστικό κίνημα,Q314439,1873-09-12T00:00:00Z,1954-03-25T00:00:00Z,
http://www.wikidata.org/entity/Q73063,Q73063,αστρονομία,Άλτενμπουργκ,1779-06-11T00:00:00Z,1854-05-21T00:00:00Z,
http://www.wikidata.org/entity/Q74316,Q74316,ιστορία,Ρούντολστατ,1799-03-19T00:00:00Z,1878-04-24T00:00:00Z,
http://www.wikidata.org/entity/Q74664,Q74664,"αναρχισμός, δίκαιο, οικονομικά, νομική",Κολωνία,1868-02-18T00:00:00Z,1928-10-25T00:00:00Z,
http://www.wikidata.org/entity/Q75266,Q75266,αναλυτική χημεία,Σουμπότιτσα,1961-01-17T00:00:00Z,,
http://www.wikidata.org/entity/Q75757,Q75757,"ιστορία, αρχαιολογία, φιλολογία, Αρχαία Ιστορία",Χάδερσλεου,1839-04-03T00:00:00Z,1912-02-29T00:00:00Z,
http://www.wikidata.org/entity/Q75784,Φερντινάντ Λασσάλ,"φιλοσοφία, οικονομικά, πολιτική επιστήμη",Βρότσλαβ,1825-04-11T00:00:00Z,1864-08-31T00:00:00Z,
http://www.wikidata.org/entity/Q75828,Χάινριχ Βίλχελμ Όλμπερς,αστρονομία,Χεμελίνγκεν (Βρέμη),1758-10-11T00:00:00Z,1840-03-02T00:00:00Z,Γερμανός ιατρός και αστρονόμος
http://www.wikidata.org/entity/Q76197,Q76197,"ιστορία, πολιτική, αρχειονομία",Αλτκίρς,1883-02-23T00:00:00Z,1960-03-23T00:00:00Z,
http://www.wikidata.org/entity/Q76238,Q76238,ζωολογία,Λειψία,1806-03-03T00:00:00Z,1867-04-08T00:00:00Z,
http://www.wikidata.org/entity/Q76513,Καρλ Φοκτ,"ζωολογία, γεωλογία, φιλοσοφία, πολιτική, παλαιοντολογία, φυσική επιστήμη, Δαρβινισμός",Γκίσεν,1817-07-05T00:00:00Z,1895-05-05T00:00:00Z,
http://www.wikidata.org/entity/Q76586,Καρλ Κάουτσκι,"ιστορία, φιλοσοφία, πολιτική, οικονομικά, μαρξισμός",Πράγα,1854-10-16T00:00:00Z,1938-10-17T00:00:00Z,"Γερμανός πολιτικός, θεωρητικός του Σοσιαλισμού"
http://www.wikidata.org/entity/Q84390,Q84390,πολιτική,Φραγκφούρτη,1942-11-21T00:00:00Z,,
http://www.wikidata.org/entity/Q92283,Q92283,Εθνικός Σοσιαλισμός,Αννόβερο,1900-06-22T00:00:00Z,1995-09-07T00:00:00Z,
http://www.wikidata.org/entity/Q92494,Q92494,πολιτικός,Ουλμ,1949-09-05T00:00:00Z,,
http://www.wikidata.org/entity/Q94672,Q94672,νομική,Q1019831,1831-03-19T00:00:00Z,1885-12-26T00:00:00Z,
http://www.wikidata.org/entity/Q96243,Q96243,Γερμανική ιστορία,Βερολίνο,1812-09-26T00:00:00Z,1887-04-10T00:00:00Z,
http://www.wikidata.org/entity/Q96788,Q96788,"υποκριτική, πολιτική δραστηριότητα",Αννόβερο,1883-02-20T00:00:00Z,1956-10-08T00:00:00Z,
http://www.wikidata.org/entity/Q96824,Q96824,θεολογία,Q317432,1866-03-14T00:00:00Z,1942-09-25T00:00:00Z,
http://www.wikidata.org/entity/Q96825,Q96825,"σχέδιο, χαρακτική",Δρέσδη,1906-03-23T00:00:00Z,1977-10-10T00:00:00Z,
http://www.wikidata.org/entity/Q97144,Q97144,Ιστορία της τέχνης,Χάλλε (Ζάαλε),1901-10-20T00:00:00Z,1940-02-07T00:00:00Z,
http://www.wikidata.org/entity/Q97762,Q97762,"τράπεζα, επιχείρηση",Άαχεν,1826-07-27T00:00:00Z,1903-12-09T00:00:00Z,
http://www.wikidata.org/entity/Q99576,Q99576,"θεολογία, Ρωμαϊκό Δίκαιο, Εκκλησιαστικό Δίκαιο",Νυρεμβέργη,1811-01-07T00:00:00Z,1893-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q100205,Q100205,αμπελοκομία,Κλάινχουμπαχ,1921-09-22T00:00:00Z,2006-02-10T00:00:00Z,
http://www.wikidata.org/entity/Q124494,Q124494,"ιστορία, κλασική φιλολογία, βυζαντινές σπουδές",Βερολίνο,1847-07-01T00:00:00Z,1906-07-11T00:00:00Z,
http://www.wikidata.org/entity/Q125263,Q125263,"μαθηματικά, πολιτική",Q68129,1924-01-30T00:00:00Z,2004-11-16T00:00:00Z,
http://www.wikidata.org/entity/Q132095,Q132095,"μαθηματικά, συνδυαστική",Τελ Αβίβ,1956-06-28T00:00:00Z,,
http://www.wikidata.org/entity/Q132095,Q132095,"μαθηματικά, συνδυαστική",Ραμάτ Γκαν,1956-06-28T00:00:00Z,,
http://www.wikidata.org/entity/Q164281,Λουκάς Παπαδήμος,οικονομικά,Αθήνα,1947-10-11T00:00:00Z,,Έλληνας οικονομολόγος και πρωθυπουργός
http://www.wikidata.org/entity/Q164396,Βίκτορ Αμπαρτσουμιάν,"αστρονομία, αστροφυσική",Τιφλίδα,1908-09-18T00:00:00Z,1996-08-12T00:00:00Z,Σοβιετικός Αρμένιος αστρονόμος-αστροφυσικός
http://www.wikidata.org/entity/Q164463,Q164463,"πολιτική, πολιτική δραστηριότητα",Σπρίνγκφιλντ,1917-07-07T00:00:00Z,1990-09-28T00:00:00Z,
http://www.wikidata.org/entity/Q50612,Q50612,"διεθνείς σχέσεις, πολιτική, διπλωματία, πολιτική επιστήμη",Ουάσινγκτον,1964-11-17T00:00:00Z,,
http://www.wikidata.org/entity/Q50823,Χέρμαν φον Μπόιεν,Στρατιωτική ιστορία,Q940793,1771-06-20T00:00:00Z,1848-02-15T00:00:00Z,
http://www.wikidata.org/entity/Q51056,Φραγκίσκος Ιωσήφ Α΄ της Αυστρίας,πολιτική,Ανάκτορα Σενμπρούν,1830-08-18T00:00:00Z,1916-11-21T00:00:00Z,
http://www.wikidata.org/entity/Q59429,Q59429,Ποινικό Δίκαιο,Q1777610,1912-09-07T00:00:00Z,2003-07-03T00:00:00Z,
http://www.wikidata.org/entity/Q60095,Ότο φον Γκέρικε,μαθηματική φυσική,Μαγδεβούργο,1602-11-30T00:00:00Z,1686-05-21T00:00:00Z,
http://www.wikidata.org/entity/Q60217,Γιόχαν Γκούσταφ Ντρόυζεν,ιστορικός,Τσεμπιάτουφ,1808-07-06T00:00:00Z,1884-06-19T00:00:00Z,Γερμανός ιστορικός
http://www.wikidata.org/entity/Q60312,Βίλχελμ Μαρ,αντισημιτισμός,Μαγδεβούργο,1819-11-16T00:00:00Z,1904-07-17T00:00:00Z,
http://www.wikidata.org/entity/Q60742,Q60742,Ωρολογοποιία,Q546975,1897-01-19T00:00:00Z,1972-02-06T00:00:00Z,
http://www.wikidata.org/entity/Q61055,Άρνο Μπρέκερ,"γλυπτική, αρχιτεκτονική",Έλμπερφελντ,1900-07-19T00:00:00Z,1991-02-13T00:00:00Z,
http://www.wikidata.org/entity/Q61407,Ερνστ Κούρτιους,αρχαιολογία,Λύμπεκ,1814-09-02T00:00:00Z,1896-07-11T00:00:00Z,Γερμανός αρχαιολόγος και ιστορικός του 19ου αιώνα
http://www.wikidata.org/entity/Q61520,Q61520,"ιατρική, ανθρωπολογία",Μάνχαϊμ,1898-04-29T00:00:00Z,1945-06-02T00:00:00Z,
http://www.wikidata.org/entity/Q61533,Φριτς Φίσερ,μόλυνση,Q700055,1912-10-05T00:00:00Z,2003-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q61558,Q61558,"Ελευθεροτυπία, λαϊκή κυριαρχία",Μπέργκεν άουφ Ρύγκεν,1802-09-13T00:00:00Z,1880-12-31T00:00:00Z,
http://www.wikidata.org/entity/Q61648,Q61648,"ιστορικός, ειδικός στην λογοτεχνία",Ντάρμστατ,1805-05-20T00:00:00Z,1871-03-18T00:00:00Z,
http://www.wikidata.org/entity/Q61761,Q61761,θεωρητική φυσική,Αννόβερο,1902-10-18T00:00:00Z,1980-07-31T00:00:00Z,
http://www.wikidata.org/entity/Q63035,Q63035,νομική,Βερολίνο,1816-08-13T00:00:00Z,1895-07-22T00:00:00Z,
http://www.wikidata.org/entity/Q73096,Q73096,"πολιτική, Ποινικό Δίκαιο",Μόναχο,1787-08-05T00:00:00Z,1867-08-28T00:00:00Z,
http://www.wikidata.org/entity/Q73197,Q73197,"πολιτική, δίκαιο",Αμβούργο,1937-07-05T00:00:00Z,2019-10-14T00:00:00Z,
http://www.wikidata.org/entity/Q73941,Q73941,πολιτική,Οσναμπρύκ,1937-10-13T00:00:00Z,,Γερμανός πολιτικός
http://www.wikidata.org/entity/Q73964,Q73964,"πολιτική, δημοσιογραφία",Βρέμη,1823-01-01T00:00:00Z,1902-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q74151,Q74151,πολιτική,"Νάουμπουργκ, Ζάαλε",1946-01-28T00:00:00Z,,Γερμανός πολιτικός
http://www.wikidata.org/entity/Q74221,Q74221,"πολιτική, γεωργία",Q50889,1891-03-20T00:00:00Z,1971-06-07T00:00:00Z,
http://www.wikidata.org/entity/Q74324,Q74324,πολιτική,Μάλμπορκ,1912-11-28T00:00:00Z,1992-07-19T00:00:00Z,
http://www.wikidata.org/entity/Q74342,Q74342,"πολιτική, δημόσια υπηρεσία",Ίλμεναου,1895-04-03T00:00:00Z,1969-06-17T00:00:00Z,
