politician,politicianLabel,fields,placeOfBirthLabel,dateOfBirth,dateOfDeath,description
http://www.wikidata.org/entity/Q9294,Ιμπν Χαλντούν,"φιλοσοφία, οικονομικά, κοινωνιολογία, ανθρωπολογία, πολιτικός",Τύνιδα,1332-06-04T00:00:00Z,1406-03-26T00:00:00Z,μουσουλμάνος ιστοριογράφος και ιστορικός
http://www.wikidata.org/entity/Q9353,Τζων Λοκ,"φιλοσοφία, γνωσιολογία, ιατρική, πολιτική φιλοσοφία",Q1825419,1632-08-29T00:00:00Z,1704-10-28T00:00:00Z,Βρετανος φιλόσοφος
http://www.wikidata.org/entity/Q9488,Σατσίν Τεντουλκάρ,Κρίκετ,Μουμπάι,1973-04-24T00:00:00Z,,
http://www.wikidata.org/entity/Q9559,Τζον Μέιτζορ,πολιτική,Λονδίνο,1943-03-29T00:00:00Z,,πρώην Πρωθυπουργός του Ηνωμένου Βασιλείου (1990-1997)
http://www.wikidata.org/entity/Q9640,Λίντον Τζόνσον,"πολιτική, κυβέρνηση",Q975048,1908-08-27T00:00:00Z,1973-01-22T00:00:00Z,36ος πρόεδρος των Ηνωμένων Πολιτειών Αμερικής
http://www.wikidata.org/entity/Q10390,Τζον Μακέιν,πολιτική,Q1105400,1936-08-29T00:00:00Z,2018-08-25T00:00:00Z,
http://www.wikidata.org/entity/Q10664,Νέβιλ Τσάμπερλεν,πολιτική,Μπέρμιγχαμ,1869-03-18T00:00:00Z,1940-11-09T00:00:00Z,"Βρετανός πολιτικός, πρωθυπουργός του Ηνωμένου Βασιλείου (1937–1940)"
http://www.wikidata.org/entity/Q10707,Ρόμπερτ Μουγκάμπε,πολιτική,Q20981293,1924-02-21T00:00:00Z,2019-09-06T00:00:00Z,
http://www.wikidata.org/entity/Q10873,Λέο φον Καπρίβι,πολιτική,Σαρλότενμπουργκ,1831-02-24T00:00:00Z,1899-02-06T00:00:00Z,
http://www.wikidata.org/entity/Q11256,Φιντέλ Κάστρο,πολιτική,Μπιράν,1926-08-13T00:00:00Z,2016-11-25T00:00:00Z,Κουβανός κουμουνιστής επαναστάτης και πολιτικός
http://www.wikidata.org/entity/Q11726,Καρλ Ρέννερ,"πολιτική, δίκαιο, διεθνείς σχέσεις, εθνική οικονομία",Q1023844,1870-12-14T00:00:00Z,1950-12-31T00:00:00Z,
http://www.wikidata.org/entity/Q11860,Σίλβιο Μπερλουσκόνι,"πολιτική, μέσα ενημέρωσης, επιχείρηση",Μιλάνο,1936-09-29T00:00:00Z,2023-06-12T00:00:00Z,Ιταλός επιχειρηματίας και πολιτικός
http://www.wikidata.org/entity/Q12325,Τζέιμς Μπιουκάναν,πολιτική,Q113363148,1791-04-23T00:00:00Z,1868-06-01T00:00:00Z,15ος πρόεδρος των Ηνωμένων Πολιτειών Αμερικής
http://www.wikidata.org/entity/Q15002,Λέο Τίντεμανς,"πολιτική, πολιτική ιστορία",Q244690,1922-04-16T00:00:00Z,2014-12-26T00:00:00Z,Βέλγος πολιτικός και πρώην πρωθυπουργός
http://www.wikidata.org/entity/Q15031,Σι Τζινπίνγκ,πολιτική,Πεκίνο,1953-06-15T00:00:00Z,,Κινέζος πολιτικός
http://www.wikidata.org/entity/Q15994,Q15994,πολιτική,Q270633,1967-06-28T00:00:00Z,,
http://www.wikidata.org/entity/Q15995,Q15995,πολιτική,Βίλρεκ,1969-11-18T00:00:00Z,,
http://www.wikidata.org/entity/Q15992,Q15992,πολιτική,Λιρ,1955-10-13T00:00:00Z,,
http://www.wikidata.org/entity/Q15996,Q15996,πολιτική,Q688781,1912-12-28T00:00:00Z,1996-02-27T00:00:00Z,
http://www.wikidata.org/entity/Q16019,Βόλφγκανγκ Σόιμπλε,πολιτική,Φράιμπουργκ,1942-09-18T00:00:00Z,2023-12-26T00:00:00Z,Γερμανός δικηγόρος και πολιτικός.
http://www.wikidata.org/entity/Q16597,Τσιάνγκ Τσεμίν,"πολιτική, Κομμουνιστικό κόμμα",Γιανγκτσόου,1926-08-17T00:00:00Z,2022-11-30T00:00:00Z,
http://www.wikidata.org/entity/Q17132,Σοόνγκ Τσινγκ-λινγκ,"πολιτική, Αστικά και πολιτικά δικαιώματα",Σαγκάη,1893-01-27T00:00:00Z,1981-05-29T00:00:00Z,
http://www.wikidata.org/entity/Q17905,Μάρτιν Σούλτς,πολιτική,Q1593797,1955-12-20T00:00:00Z,,Γερμανός πολιτικός
http://www.wikidata.org/entity/Q18425,Μαρσελέν Μπερτελό,"χημεία, πολιτική, οργανική χημεία, φυσικοχημεία, οργανική ένωση",πρώην 7ο δημοτικό διαμέρισμα του Παρισιού,1827-10-25T00:00:00Z,1907-03-18T00:00:00Z,
http://www.wikidata.org/entity/Q18712,Q18712,πολιτική,Τιμισοάρα,1820-04-07T00:00:00Z,1892-05-17T00:00:00Z,
http://www.wikidata.org/entity/Q19176,Σάρα Τσώρτσιλ του Μάρλμπορο,"πολιτική, λογοτεχνία",Χέρτφορντσιρ,1660-06-15T00:00:00Z,1744-10-18T00:00:00Z,
http://www.wikidata.org/entity/Q19176,Σάρα Τσώρτσιλ του Μάρλμπορο,"πολιτική, λογοτεχνία",Σεντ Άλμπανς,1660-06-15T00:00:00Z,1744-10-18T00:00:00Z,
http://www.wikidata.org/entity/Q22237,Έιμι Κλόμπουτσαρ,"πολιτική, δίκαιο",Q936753,1960-05-25T00:00:00Z,,Γερουσιαστής των Ηνωμένων Πολιτειών από την Μινεσότα
http://www.wikidata.org/entity/Q22686,Ντόναλντ Τραμπ,"πολιτική, κυβέρνηση","Νέα Υόρκη ή Νοσοκομείο ""Τζαμάικα""",1946-06-14T00:00:00Z,,45ος Πρόεδρος των Ηνωμένων Πολιτειών (2017-2021)
http://www.wikidata.org/entity/Q23505,Τζορτζ Μπους,"πολιτική, κυβέρνηση",Μίλτον,1924-06-12T00:00:00Z,2018-11-30T00:00:00Z,"ο πρεσβύτερος, 41ος πρόεδρος των Ηνωμένων Πολιτειών Αμερικής"
http://www.wikidata.org/entity/Q23530,Ντμίτρι Μεντβέντεφ,"πολιτική, εκπαίδευση",Αγία Πετρούπολη,1965-09-14T00:00:00Z,,Πρωθυπουργός της Ρωσικής Ομοσπονδίας
http://www.wikidata.org/entity/Q27645,Μιχαήλ Μπακούνιν,φιλοσοφία,Πριαμουχίνο,1814-05-30T00:00:00Z,1876-07-01T00:00:00Z,"Ρώσος επαναστάτης, θεωρητικός του αναρχισμού και φιλόσοφος"
http://www.wikidata.org/entity/Q28959,Χαν Φέι,φιλοσοφία,Χαν,-0279-01-01T00:00:00Z,-0232-01-01T00:00:00Z,Κινέζος φιλόσοφος
http://www.wikidata.org/entity/Q28978,Ιγκνάσι Λουκασιέβιτς,"χημεία, φαρμακευτική",Ζαντουζνίκι,1822-03-08T00:00:00Z,1882-01-07T00:00:00Z,
http://www.wikidata.org/entity/Q28978,Ιγκνάσι Λουκασιέβιτς,"χημεία, φαρμακευτική",Ζαντουζνίκι,1822-03-23T00:00:00Z,1882-01-07T00:00:00Z,
http://www.wikidata.org/entity/Q76,Μπαράκ Ομπάμα,Συνταγματικό Δίκαιο,Καπιολάνι Ιατρικό Κέντρο για Γυναίκες και Παιδιά,1961-08-04T00:00:00Z,,44ος πρόεδρος των Ηνωμένων Πολιτειών Αμερικής
http://www.wikidata.org/entity/Q39593,Q39593,γεωργία,Q849592,1942-05-03T00:00:00Z,,
http://www.wikidata.org/entity/Q39803,Μάριο Βάργκας Γιόσα,λογοτεχνία,Αρεκίπα,1936-03-28T00:00:00Z,,
http://www.wikidata.org/entity/Q41563,Τζούλια Γκίλαρντ,"εκπαίδευση, Ψυχική υγεία, Δικαιώματα των γυναικών",Μπάρι,1961-09-29T00:00:00Z,,
http://www.wikidata.org/entity/Q85483,Q85483,"πολιτική, Διακυβέρνηση",Κόμπλεντς,1707-11-12T00:00:00Z,1774-06-11T00:00:00Z,
http://www.wikidata.org/entity/Q85535,Q85535,"πολιτική, δημοσιογραφία, Δημόσιες Σχέσεις, δημοσιογραφία γνώμης",Νυρεμβέργη,1974-06-18T00:00:00Z,,Γερμανός πολιτικός
http://www.wikidata.org/entity/Q85538,Άλοϋς του Λίχτενσταϊν,πολιτική,Πράγα,1840-01-01T00:00:00Z,1920-01-01T00:00:00Z,"1846-1920,εξάδελφος των Ιωάννη Β΄ και Φραγκίσκου Α΄ πριγκίπων του Λίχτενσταϊν"
http://www.wikidata.org/entity/Q85538,Άλοϋς του Λίχτενσταϊν,πολιτική,Πράγα,1846-11-18T00:00:00Z,1920-01-01T00:00:00Z,"1846-1920,εξάδελφος των Ιωάννη Β΄ και Φραγκίσκου Α΄ πριγκίπων του Λίχτενσταϊν"
http://www.wikidata.org/entity/Q85538,Άλοϋς του Λίχτενσταϊν,πολιτική,Πράγα,1840-01-01T00:00:00Z,1920-03-25T00:00:00Z,"1846-1920,εξάδελφος των Ιωάννη Β΄ και Φραγκίσκου Α΄ πριγκίπων του Λίχτενσταϊν"
http://www.wikidata.org/entity/Q85538,Άλοϋς του Λίχτενσταϊν,πολιτική,Πράγα,1846-11-18T00:00:00Z,1920-03-25T00:00:00Z,"1846-1920,εξάδελφος των Ιωάννη Β΄ και Φραγκίσκου Α΄ πριγκίπων του Λίχτενσταϊν"
http://www.wikidata.org/entity/Q85540,Q85540,"πολιτική, κοινοβούλιο",Ρίντλινγκεν,1944-05-05T00:00:00Z,,Γερμανός πολιτικός
http://www.wikidata.org/entity/Q85577,Q85577,"πολιτική, ιατρική",Καρλσρούη,1956-07-25T00:00:00Z,,
http://www.wikidata.org/entity/Q85813,Q85813,"πολιτική, πολιτικό κόμμα, δίκαιο, Εθνικός Σοσιαλισμός",Βίνερ Νόιστατ,1881-11-08T00:00:00Z,1955-09-06T00:00:00Z,
http://www.wikidata.org/entity/Q85917,Q85917,"πολιτική, δίκαιο",Αννόβερο,1855-03-23T00:00:00Z,1927-10-11T00:00:00Z,
http://www.wikidata.org/entity/Q86168,Q86168,"πολιτική, εφημερίδα, επιχείρηση, εκδοτικός οίκος",Βιέννη,1807-08-02T00:00:00Z,1888-03-04T00:00:00Z,
http://www.wikidata.org/entity/Q86225,Q86225,"πολιτική, αρχαιολογία",Πράγα,1871-08-01T00:00:00Z,1916-05-02T00:00:00Z,
http://www.wikidata.org/entity/Q86261,Q86261,"πολιτική, δίκαιο",Κλάγκενφουρτ,1965-03-19T00:00:00Z,,
http://www.wikidata.org/entity/Q86294,Γενς Σπαν,"πολιτική, πολιτική επιστήμη",Άχαους,1980-05-16T00:00:00Z,,Γερμανός πολιτικός
http://www.wikidata.org/entity/Q86419,Q86419,"πολιτική, λογοτεχνία, δημοσιογραφία",Πράγα,1811-05-01T00:00:00Z,1884-04-03T00:00:00Z,
http://www.wikidata.org/entity/Q86461,Q86461,"πολιτική, λογοτεχνία",Κόμπλεντς,1789-06-20T00:00:00Z,1852-03-18T00:00:00Z,
http://www.wikidata.org/entity/Q86526,Q86526,"πολιτική, δημοσιογραφία",Γίχλαβα,1888-04-26T00:00:00Z,1947-02-15T00:00:00Z,
http://www.wikidata.org/entity/Q86606,Q86606,"Πολεμικό ναυτικό, πεζικό",Κόμπλεντς,1818-04-20T00:00:00Z,1896-02-29T00:00:00Z,
http://www.wikidata.org/entity/Q86606,Q86606,"Πολεμικό ναυτικό, πεζικό",Κόμπλεντς,1818-04-24T00:00:00Z,1896-02-29T00:00:00Z,
http://www.wikidata.org/entity/Q86613,Q86613,πολιτική,Μπαντ Ράντκερσμπουργκ,1708-09-30T00:00:00Z,1783-03-22T00:00:00Z,
http://www.wikidata.org/entity/Q86644,Q86644,"ιστορία, πολιτική, δημοσιογραφία",Βιέννη,1904-09-14T00:00:00Z,1997-05-31T00:00:00Z,
http://www.wikidata.org/entity/Q86842,Q86842,"βοτανική, Προτεσταντισμός",Τσιέσιν,1789-01-25T00:00:00Z,1856-02-09T00:00:00Z,
http://www.wikidata.org/entity/Q86842,Q86842,"βοτανική, Προτεσταντισμός",Τσιέσιν,1789-01-26T00:00:00Z,1856-02-09T00:00:00Z,
http://www.wikidata.org/entity/Q86864,Γιούζεφ Κοστσιέλσκι,"ποίηση, πολιτική, δράμα, πατρωνία",Q7667552,1845-11-09T00:00:00Z,1911-07-22T00:00:00Z,
http://www.wikidata.org/entity/Q86924,Πήτερ Βίλχελμ Φόρχαμερ,"πολιτική, κλασική φιλολογία, κλασική αρχαιολογία",Q21159,1801-10-23T00:00:00Z,1894-01-08T00:00:00Z,
http://www.wikidata.org/entity/Q87020,Q87020,"ιστορία, διπλωματία",Πίλζεν,1876-07-17T00:00:00Z,1945-08-16T00:00:00Z,
http://www.wikidata.org/entity/Q87047,Q87047,"πολιτική, Γραφειοκρατία",Βιέννη,1748-05-17T00:00:00Z,1824-08-26T00:00:00Z,
http://www.wikidata.org/entity/Q87302,Q87302,"Β΄ Παγκόσμιος Πόλεμος, ναζισμός, γεωργία",Q1258569,1901-05-15T00:00:00Z,1973-04-25T00:00:00Z,
http://www.wikidata.org/entity/Q87415,Q87415,"ανατομία, κοινωνική πολιτική",Γίχλαβα,1869-02-16T00:00:00Z,1936-08-25T00:00:00Z,
http://www.wikidata.org/entity/Q87457,Q87457,"ποίηση, πολιτική, λογοτεχνία, δημοσιογραφία, θέατρο",Βρότσλαβ,1819-05-24T00:00:00Z,1883-02-05T00:00:00Z,Γερμανός ηθοποιός
http://www.wikidata.org/entity/Q87528,Q87528,"πολιτική, δίκαιο",Q698558,1961-05-21T00:00:00Z,,
http://www.wikidata.org/entity/Q87600,Q87600,πολιτική,Τσβίκαου,1885-06-25T00:00:00Z,1957-07-30T00:00:00Z,
http://www.wikidata.org/entity/Q87769,Q87769,βοτανική,Μοραβία,1860-01-03T00:00:00Z,1936-08-15T00:00:00Z,
http://www.wikidata.org/entity/Q87769,Q87769,βοτανική,Q2084328,1860-01-03T00:00:00Z,1936-08-15T00:00:00Z,
http://www.wikidata.org/entity/Q105200,Q105200,"χημεία, πολιτική, γεωργία",Ντάρμστατ,1820-07-05T00:00:00Z,1880-11-08T00:00:00Z,
http://www.wikidata.org/entity/Q106762,Τζορτζ Πόρτερ,"χημεία, φυσικοχημεία, Χημική κινητική",Q2121249,1920-12-06T00:00:00Z,2002-08-31T00:00:00Z,
http://www.wikidata.org/entity/Q108703,Q108703,"γεωγραφία, Ιστορική γεωγραφία, κοινωνική γεωγραφία, τουριστική γεωγραφία",Σβερίν,1930-04-12T00:00:00Z,2015-11-05T00:00:00Z,
http://www.wikidata.org/entity/Q108886,Χάρισον Σμιτ,"γεωλογία, πολιτική","Σάντα Ρίτα, Νέο Μεξικό",1935-07-03T00:00:00Z,,"Αμερικανός γεωλόγος, αστροναύτης και πολιτικός"
http://www.wikidata.org/entity/Q1253,Μπαν Κι-μουν,διεθνείς σχέσεις,Ούμσονγκ,1944-06-13T00:00:00Z,,
http://www.wikidata.org/entity/Q5327,Q5327,"βιοχημεία, οργανική χημεία",Μπρέμερχαφεν,1903-03-24T00:00:00Z,1995-01-18T00:00:00Z,
http://www.wikidata.org/entity/Q5816,Μάο Τσετούνγκ,"πολιτική, διδασκαλία",Σαοσάν,1893-12-26T00:00:00Z,1976-09-09T00:00:00Z,Κινέζος κομμουνιστής επαναστάτης και ιδρυτής της Λαϊκής Δημοκρατίας της Κίνας (1893–1976)
http://www.wikidata.org/entity/Q5829,Ζαν-Λυκ Μελανσόν,πολιτική,Ταγγέρη,1951-08-19T00:00:00Z,,"Γάλλος πολιτικός, ευρωβουλευτής και Συμπρόεδρος του Αριστερού Κόμματος"
http://www.wikidata.org/entity/Q6279,Τζο Μπάιντεν,"πολιτική, δίκαιο",Σκράντον,1942-11-20T00:00:00Z,,46ος Πρόεδρος των Ηνωμένων Πολιτειών και πρώην Αντιπρόεδρος των Ηνωμένων Πολιτειών
http://www.wikidata.org/entity/Q7747,Βλαντίμιρ Πούτιν,"πολιτική, νομική",Αγία Πετρούπολη,1952-10-07T00:00:00Z,,"Ρώσος πολιτικός, Προέδρος της Ρωσικής Ομοσπονδίας"
http://www.wikidata.org/entity/Q8027,Μάρτιν Λούθερ Κινγκ,"πολιτική, ρατσισμός, φυλετικός διαχωρισμός, κίνημα της ειρήνης, δημοσιογραφία γνώμης, πολιτική δραστηριότητα",Ατλάντα,1929-01-15T00:00:00Z,1968-04-04T00:00:00Z,
http://www.wikidata.org/entity/Q8474,Σουλεϊμάν Α΄ ο Μεγαλοπρεπής,πολιτική,Τραπεζούντα,1494-11-15T00:00:00Z,1566-09-06T00:00:00Z,σουλτάνος της Οθωμανικής Αυτοκρατορίας
http://www.wikidata.org/entity/Q9916,Ντουάιτ Αϊζενχάουερ,Πολιτικό σύστημα των ΗΠΑ,"Ντένισον, Τέξας",1890-10-14T00:00:00Z,1969-03-28T00:00:00Z,34ος πρόεδρος των Ηνωμένων Πολιτειών Αμερικής
http://www.wikidata.org/entity/Q11762,Q11762,στρατόπεδο συγκέντρωσης,Q315005,1954-07-25T00:00:00Z,,
http://www.wikidata.org/entity/Q53310,Q53310,"ιστορία, πολιτική",Q21169,1871-08-25T00:00:00Z,1945-06-16T00:00:00Z,
http://www.wikidata.org/entity/Q53437,Αύγουστος Β΄ ο Δυνατός,πολιτική,Δρέσδη,1670-05-12T00:00:00Z,1733-02-01T00:00:00Z,
http://www.wikidata.org/entity/Q54046,Βλάντισλαφ Α΄ Χέρμαν,"πολιτική, κυβέρνηση",Πολωνία,1043-01-01T00:00:00Z,1102-06-11T00:00:00Z,
http://www.wikidata.org/entity/Q54048,Βλαδίσλαος Α΄ ο Βραχύς,"πολιτική, κυβέρνηση",Κουγιαβία,1260-01-01T00:00:00Z,1333-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q54048,Βλαδίσλαος Α΄ ο Βραχύς,"πολιτική, κυβέρνηση",Κουγιαβία,1260-01-01T00:00:00Z,1333-03-10T00:00:00Z,
http://www.wikidata.org/entity/Q55636,Μιγκέλ Ιδάλγο ι Κοστίγια,Καθολικισμός,Q5789049,1753-05-08T00:00:00Z,1811-07-30T00:00:00Z,
http://www.wikidata.org/entity/Q55782,Λέσεκ Μίλερ,"πολιτική, πολιτική επιστήμη",Ζιράρντουφ,1946-07-03T00:00:00Z,,
http://www.wikidata.org/entity/Q55838,Στανίσουαφ Οστρόφσκι,"πολιτική, ιατρική, διεθνείς σχέσεις, δερματολογία",Λβιβ,1892-10-29T00:00:00Z,1982-11-22T00:00:00Z,
http://www.wikidata.org/entity/Q55836,Γκάμπριελ Ναρουτόβιτς,πολιτική,Τελσιάι,1865-03-17T00:00:00Z,1922-12-16T00:00:00Z,
http://www.wikidata.org/entity/Q55841,Έντβαρντ Μπέρναρντ Ρατσίνσκι,"διπλωματία, πολιτική",Ζακοπάνε,1891-12-19T00:00:00Z,1993-07-30T00:00:00Z,
http://www.wikidata.org/entity/Q55844,Στανίσουαφ Βοϊτσεχόφσκι,"πολιτική, Η ιστορία του συνεταιριστικού κινήματος",Κάλις,1869-03-15T00:00:00Z,1953-04-09T00:00:00Z,
http://www.wikidata.org/entity/Q55909,Γιαν Κσίστοφ Μπιελέτσκι,"πολιτική, οικονομικά",Μπίντγκοστς,1951-05-03T00:00:00Z,,
http://www.wikidata.org/entity/Q55915,Βουοντζίμιες Τσιμοσέβιτς,"πολιτική, δίκαιο, Διεθνές Δίκαιο",Βαρσοβία,1950-09-13T00:00:00Z,,
http://www.wikidata.org/entity/Q55927,Γιαν Ολσέφσκι,"πολιτική, δίκαιο, δημοσιογραφία γνώμης",Βαρσοβία,1930-08-20T00:00:00Z,2019-02-07T00:00:00Z,
http://www.wikidata.org/entity/Q55928,Βαλντέμαρ Πάβλακ,"πολιτική, γεωργία",Q2172507,1959-09-05T00:00:00Z,,
http://www.wikidata.org/entity/Q55938,Ζίτα Γκιλόφσκα,"πολιτική, οικονομικά",Νόβε Μιάστο Λουμπάφσκιε,1949-07-07T00:00:00Z,2016-04-05T00:00:00Z,
http://www.wikidata.org/entity/Q71855,Γκέοργκ Μπέρνχαρντ Μπίλφινγκερ,"φιλοσοφία, φυσική, παιδαγωγική",Μπαντ Κάνστατ,1693-01-23T00:00:00Z,1750-02-18T00:00:00Z,Γερμανός φιλόσοφος και μαθηματικός
http://www.wikidata.org/entity/Q72580,Q72580,"πολιτική, δίκαιο",Βολφενμπύτελ,1982-12-20T00:00:00Z,,Γερμανός πολιτικός
http://www.wikidata.org/entity/Q72628,Q72628,"πολιτική, διπλωματία",Στουτγκάρδη,1852-07-10T00:00:00Z,1912-12-30T00:00:00Z,
http://www.wikidata.org/entity/Q72678,Q72678,"πολιτική, δίκαιο",Q21159,1809-11-02T00:00:00Z,1888-08-28T00:00:00Z,
http://www.wikidata.org/entity/Q84734,Q84734,"ιστορία, κλασική φιλολογία, Ελληνικά, Αρχαία Ιστορία, θρησκευτική ιστορία, Ιστορία της αρχαιολογίας","Νάουμπουργκ, Ζάαλε",1781-06-05T00:00:00Z,1860-08-15T00:00:00Z,
http://www.wikidata.org/entity/Q85423,Q85423,"ιστορία, πολιτική",Ιμμενστάνττ,1819-12-23T00:00:00Z,1901-11-18T00:00:00Z,
http://www.wikidata.org/entity/Q86922,Q86922,"οικονομικά, πολιτική επιστήμη, Πολιτική οικονομία",Στσέτσιν,1839-07-21T00:00:00Z,1908-01-03T00:00:00Z,
http://www.wikidata.org/entity/Q104591,Q104591,δίκαιο,Στσέτσιν,1525-11-07T00:00:00Z,1575-03-17T00:00:00Z,
http://www.wikidata.org/entity/Q104903,Q104903,δίκαιο,Μπλάνκενμπουργκ,1806-07-22T00:00:00Z,1865-12-24T00:00:00Z,
http://www.wikidata.org/entity/Q105480,Κένεθ Καούντα,πολιτική,Τσινσάλι,1924-04-28T00:00:00Z,2021-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q105480,Κένεθ Καούντα,πολιτική,Τσινσάλι,1924-04-28T00:00:00Z,2021-06-17T00:00:00Z,
http://www.wikidata.org/entity/Q105481,Q105481,δίκαιο,Γκντανσκ,1831-03-21T00:00:00Z,1907-05-17T00:00:00Z,
http://www.wikidata.org/entity/Q105486,Q105486,"πολιτική, δημόσια υπηρεσία",Q574170,1719-02-04T00:00:00Z,1769-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q105486,Q105486,"πολιτική, δημόσια υπηρεσία",Q574170,1719-02-04T00:00:00Z,1769-12-14T00:00:00Z,
http://www.wikidata.org/entity/Q105564,Q105564,"πολιτική, δημοσιογραφία γνώμης",Αμβούργο,1940-03-14T00:00:00Z,,
http://www.wikidata.org/entity/Q106022,Q106022,"πολιτική, φιλοσοφία",Q1807348,1866-03-30T00:00:00Z,1912-12-16T00:00:00Z,
http://www.wikidata.org/entity/Q106143,Σάμιουελ Πιπς,"πολιτική, ημερολόγιο",Λονδίνο,1633-02-23T00:00:00Z,1703-05-26T00:00:00Z,
http://www.wikidata.org/entity/Q106143,Σάμιουελ Πιπς,"πολιτική, ημερολόγιο",Σίτι του Λονδίνου,1633-02-23T00:00:00Z,1703-05-26T00:00:00Z,
http://www.wikidata.org/entity/Q106235,Χανς-Ντίτριχ Γκένσερ,"πολιτική, εξωτερική πολιτική",Q2139903,1927-03-21T00:00:00Z,2016-03-31T00:00:00Z,
http://www.wikidata.org/entity/Q106465,Τζον Γκρίσαμ,"δίκαιο, λογοτεχνία",Τζόουνσμπορο,1955-02-08T00:00:00Z,,
http://www.wikidata.org/entity/Q106533,Q106533,"πολιτική, δημοσιογραφία γνώμης",Λειψία,1896-04-24T00:00:00Z,1944-08-06T00:00:00Z,
http://www.wikidata.org/entity/Q106860,Q106860,"πολιτική, λογοτεχνία",Q20070,1925-06-03T00:00:00Z,2015-07-13T00:00:00Z,
http://www.wikidata.org/entity/Q107123,Q107123,"πολιτική, γεωργία, Αγροτική πολιτική, οικονομική πολιτική",Q12019786,1900-09-20T00:00:00Z,1979-06-03T00:00:00Z,
http://www.wikidata.org/entity/Q107636,Q107636,"πολιτική, παιδαγωγική, πολιτική επιστήμη",Χαϊδελβέργη,1944-05-16T00:00:00Z,,Γερμανός πολιτικός
http://www.wikidata.org/entity/Q107648,Q107648,"πολιτική, δίκαιο",Q1756940,1933-03-21T00:00:00Z,2018-10-17T00:00:00Z,
http://www.wikidata.org/entity/Q107694,Q107694,"πολιτική, ναζισμός, οδοντιατρική, ναζιστική προπαγάνδα, ένοπλες δυνάμεις",Μάιντς,1896-08-02T00:00:00Z,1970-01-27T00:00:00Z,
http://www.wikidata.org/entity/Q107915,Q107915,δίκαιο,Βασίλειο της Πρωσίας,1843-02-01T00:00:00Z,1898-10-06T00:00:00Z,
http://www.wikidata.org/entity/Q107921,Q107921,δίκαιο,Βερολίνο,1799-02-19T00:00:00Z,1870-09-30T00:00:00Z,
http://www.wikidata.org/entity/Q108050,Q108050,"πολιτική, δίκαιο",Q668972,1806-11-20T00:00:00Z,1875-04-29T00:00:00Z,
http://www.wikidata.org/entity/Q108172,Q108172,πολιτική,Κάσσελ,1890-01-01T00:00:00Z,1950-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q108172,Q108172,πολιτική,Κάσσελ,1890-12-30T00:00:00Z,1950-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q108172,Q108172,πολιτική,Κάσσελ,1890-01-01T00:00:00Z,1950-03-29T00:00:00Z,
http://www.wikidata.org/entity/Q108172,Q108172,πολιτική,Κάσσελ,1890-12-30T00:00:00Z,1950-03-29T00:00:00Z,
http://www.wikidata.org/entity/Q108398,Q108398,"πολιτική, λογοτεχνία",Q19687931,1882-01-18T00:00:00Z,1951-01-22T00:00:00Z,
http://www.wikidata.org/entity/Q108447,Χάικο Μάας,πολιτική,Ζααρλουί,1966-09-19T00:00:00Z,,Γερμανός πολιτικός (SPD)
http://www.wikidata.org/entity/Q108840,Q108840,"πολιτική, συνδικάτο, εργατικό κίνημα",Κέμνιτς,1884-03-28T00:00:00Z,1936-04-07T00:00:00Z,
http://www.wikidata.org/entity/Q5208,Χουάνγκ Σιένφαν,Ιστορία της Κίνας,Q552093,1899-11-13T00:00:00Z,1982-01-18T00:00:00Z,"Κινέζος ανθρωπολόγος,εθνολόγος, λαογράφος και ιστορικός,"
http://www.wikidata.org/entity/Q5679,Λόρδος Βύρων,τέχνες του θεάματος,Πόλη του Ουεστμίνστερ,1788-01-22T00:00:00Z,1824-04-19T00:00:00Z,Άγγλος ποιητής
http://www.wikidata.org/entity/Q5683,Τζόφρι Σώσερ,Γραφειοκρατία,Λονδίνο,1343-01-01T00:00:00Z,1400-11-03T00:00:00Z,"Άγγλος συγγραφέας, ποιητής, φιλόσοφος και διπλωμάτης"
http://www.wikidata.org/entity/Q5721,Φιλίπ Πεταίν,πολιτικός,Κοσί α λα Τουρ,1856-04-24T00:00:00Z,1951-07-23T00:00:00Z,Γάλλος Στρατάρχης και πολιτικός
http://www.wikidata.org/entity/Q9094,Χοσέ Μουχίκα,"πολιτική επιστήμη, μεσαιωνική φιλοσοφία",Μοντεβιδέο,1935-05-20T00:00:00Z,,
http://www.wikidata.org/entity/Q9317,Τζων Κέυνς,Μικροοικονομία,Κέιμπριτζ,1883-06-05T00:00:00Z,1946-04-21T00:00:00Z,Βρετανός οικονομολόγος και μαθηματικός
http://www.wikidata.org/entity/Q15849,Ζοζέ Μανουέλ Μπαρόζο,διεθνείς σχέσεις,Λισαβόνα,1956-03-23T00:00:00Z,,
http://www.wikidata.org/entity/Q16849,Μάτι Νίκανεν,Άλμα με σκι,Γιουβάσκουλα,1963-07-17T00:00:00Z,2019-02-04T00:00:00Z,
http://www.wikidata.org/entity/Q18913,Q18913,"αρχαιολογία, Πομπηία, Αρχαία Ιστορία, μουσειολογία, νομισματολογία",Νάπολη,1823-06-08T00:00:00Z,1896-01-28T00:00:00Z,
