musician,musicianLabel,fields,placeOfBirthLabel,dateOfBirth,dateOfDeath,description
http://www.wikidata.org/entity/Q2643514,Q2643514,"μουσική, μουσικολογία, διεύθυνση ορχήστρας",Τιμισοάρα,1933-11-26T00:00:00Z,2022-07-23T00:00:00Z,
http://www.wikidata.org/entity/Q2645506,Q2645506,μουσική,Λιντς,1940-03-05T00:00:00Z,1999-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q2646728,Q2646728,μουσική,Μόναχο,1962-01-26T00:00:00Z,,
http://www.wikidata.org/entity/Q2655549,Q2655549,μουσική,Παρίσι,1934-01-20T00:00:00Z,,
http://www.wikidata.org/entity/Q3018632,Q3018632,"μουσική, μέσα ενημέρωσης, τεχνολογία πληροφοριών, μουσικολογία",Σέικερ Χάιτς,1963-03-09T00:00:00Z,,
http://www.wikidata.org/entity/Q3018923,Q3018923,"μουσική, υποκριτική, Βίντεο αρτ",Ουάσινγκτον,1955-04-21T00:00:00Z,,
http://www.wikidata.org/entity/Q1372755,Q1372755,"μουσική, μουσική εκπαίδευση",Αγία Πετρούπολη,1844-06-16T00:00:00Z,1894-02-09T00:00:00Z,
http://www.wikidata.org/entity/Q1372755,Q1372755,"μουσική, μουσική εκπαίδευση",Αγία Πετρούπολη,1844-07-16T00:00:00Z,1894-02-09T00:00:00Z,
http://www.wikidata.org/entity/Q320065,Άρτι Σο,τζαζ,Νέα Υόρκη,1910-05-23T00:00:00Z,2004-12-30T00:00:00Z,"Αμερικανός κλαρινετίστας, συνθέτης και μαέστρος"
http://www.wikidata.org/entity/Q320824,Q320824,"άσμα, κάντρι μουσική, σύνθεση, μουσικό έργο/σύνθεση",Q1023022,1936-05-25T00:00:00Z,2021-08-20T00:00:00Z,
http://www.wikidata.org/entity/Q324075,Q324075,ρέγκε,Κίνγκστον,1953-09-27T00:00:00Z,2021-12-08T00:00:00Z,
http://www.wikidata.org/entity/Q325739,Q325739,ζωγραφική,Μπρονξ,1940-04-15T00:00:00Z,2024-03-28T00:00:00Z,
http://www.wikidata.org/entity/Q327146,Q327146,"όπερα, άσμα",Q31990,1928-08-29T00:00:00Z,2006-09-24T00:00:00Z,
http://www.wikidata.org/entity/Q330741,Q330741,"εθνολογία, μουσικολογία, σύνθεση, ιστορία της μουσικής, μουσικό έργο/σύνθεση",Λιεπάγια,1882-06-11T00:00:00Z,1938-08-14T00:00:00Z,
http://www.wikidata.org/entity/Q340063,Q340063,τζαζ,Σικάγο,1923-01-01T00:00:00Z,1979-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q340063,Q340063,τζαζ,Σικάγο,1923-09-08T00:00:00Z,1979-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q340063,Q340063,τζαζ,Σικάγο,1923-01-01T00:00:00Z,1979-09-09T00:00:00Z,
http://www.wikidata.org/entity/Q340063,Q340063,τζαζ,Σικάγο,1923-09-08T00:00:00Z,1979-09-09T00:00:00Z,
http://www.wikidata.org/entity/Q343181,Q343181,"μουσική εκπαίδευση, σύνθεση, μουσικό έργο/σύνθεση",Αγία Πετρούπολη,1928-08-27T00:00:00Z,1993-05-05T00:00:00Z,
http://www.wikidata.org/entity/Q347528,Λιμπεράτσι,"άσμα, υποκριτική, πιανιστική ερμηνεία",Q389483,1919-05-16T00:00:00Z,1987-02-04T00:00:00Z,Αμερικανός πιανίστας
http://www.wikidata.org/entity/Q513413,Q513413,"όπερα, άσμα",Τσέσιρ,1958-12-09T00:00:00Z,,
http://www.wikidata.org/entity/Q514969,Q514969,"άσμα, ποπ μουσική, υποκριτική, δημοφιλής μουσική, Ηλεκτροακουστική μουσική",Q26675078,1964-04-25T00:00:00Z,,
http://www.wikidata.org/entity/Q519906,Q519906,"άσμα, σόουλ",Τζάκσονβιλ,1946-01-01T00:00:00Z,2019-11-08T00:00:00Z,
http://www.wikidata.org/entity/Q522739,Q522739,Ραπ μουσική,Λονγκ Άιλαντ,1974-11-02T00:00:00Z,2017-06-20T00:00:00Z,
http://www.wikidata.org/entity/Q526406,Q526406,"ροκ, άσμα",Βαλτιμόρη,1944-03-23T00:00:00Z,2019-09-15T00:00:00Z,
http://www.wikidata.org/entity/Q528640,Q528640,όπερα,Q959425,1941-12-14T00:00:00Z,2021-09-28T00:00:00Z,
http://www.wikidata.org/entity/Q528748,Q528748,κλασική μουσική,Μπρνο,1812-06-08T00:00:00Z,1865-10-08T00:00:00Z,
http://www.wikidata.org/entity/Q529281,Q529281,ροκ,Μίντλεσμπρο,1959-01-15T00:00:00Z,,
http://www.wikidata.org/entity/Q533935,Q533935,τζαζ,Βανκούβερ,1966-01-12T00:00:00Z,,
http://www.wikidata.org/entity/Q534841,Q534841,"κλασική μουσική, τέχνες του θεάματος",Φραγκφούρτη,1965-03-03T00:00:00Z,,
http://www.wikidata.org/entity/Q536801,Q536801,βιντεοπαιχνίδι,Οτάρου,1965-05-22T00:00:00Z,,
http://www.wikidata.org/entity/Q537596,Q537596,κλασική μουσική,Στρασβούργο,1975-04-11T00:00:00Z,,
http://www.wikidata.org/entity/Q546892,Q546892,ροκ,Λος Άντζελες,1964-03-10T00:00:00Z,,
http://www.wikidata.org/entity/Q548513,Q548513,ροκ,Q83294,1943-07-11T00:00:00Z,,
http://www.wikidata.org/entity/Q549141,Q549141,τζαζ,Νέα Υόρκη,1910-12-15T00:00:00Z,1987-07-10T00:00:00Z,
http://www.wikidata.org/entity/Q549227,Q549227,"παιδαγωγική, χορός, τέχνες του θεάματος, χορογραφία",Χαντέρα,1969-03-07T00:00:00Z,,
http://www.wikidata.org/entity/Q553861,Q553861,τέχνες του θεάματος,Τσέλμσφορντ,1975-01-17T00:00:00Z,,
http://www.wikidata.org/entity/Q554775,Q554775,"συνθέτης, διευθυντής ορχήστρας",Δανία,1958-02-07T00:00:00Z,,
http://www.wikidata.org/entity/Q555426,Τζέικομπ Ντύλαν,ροκ,Νέα Υόρκη,1969-12-09T00:00:00Z,,
http://www.wikidata.org/entity/Q558384,Q558384,φυσικός,Βρυξέλλες,1872-08-19T00:00:00Z,1957-05-11T00:00:00Z,
http://www.wikidata.org/entity/Q560978,Χοακίν Κορτές,χορός,Κόρδοβα,1969-02-22T00:00:00Z,,Ισπανός χορευτής
http://www.wikidata.org/entity/Q561401,Σπάικ Μίλιγκαν,"λογοτεχνία, υποκριτική",Αχμεντναγκάρ,1918-04-16T00:00:00Z,2002-02-27T00:00:00Z,
http://www.wikidata.org/entity/Q562609,Q562609,τζαζ,Πίτερμπρο,1923-11-05T00:00:00Z,2006-07-05T00:00:00Z,
http://www.wikidata.org/entity/Q562609,Q562609,τζαζ,Πίτερμπρο,1923-11-06T00:00:00Z,2006-07-05T00:00:00Z,
http://www.wikidata.org/entity/Q587060,Q587060,"μουσικολογία, Αγγλική λογοτεχνία",Πιετρασάντα,1964-07-21T00:00:00Z,,
http://www.wikidata.org/entity/Q588375,Q588375,"μουσική εκπαίδευση, σύνθεση, πιανιστική ερμηνεία, μουσικό έργο/σύνθεση",Στρασβούργο,1756-05-23T00:00:00Z,1823-12-19T00:00:00Z,
http://www.wikidata.org/entity/Q1352585,Q1352585,τζαζ,Γκρατς,1930-01-23T00:00:00Z,2018-09-12T00:00:00Z,
http://www.wikidata.org/entity/Q1354267,Q1354267,κινηματογραφική μουσική,Λονδίνο,1960-08-23T00:00:00Z,,
http://www.wikidata.org/entity/Q1364297,Νικόλα Πιοβάνι,"κλασική μουσική, κινηματογραφική μουσική",Ρώμη,1946-05-26T00:00:00Z,,Ιταλός συνθέτης
http://www.wikidata.org/entity/Q1373347,Q1373347,σύνθεση,Γιορκ,1969-10-12T00:00:00Z,,
http://www.wikidata.org/entity/Q1382830,Τζόελ ΜακΝίλι,κινηματογραφική μουσική,Μάντισον,1959-03-28T00:00:00Z,,Αμερικανός συνθέτης
http://www.wikidata.org/entity/Q1386535,Q1386535,ροκ,Ελσίνκι,1962-06-17T00:00:00Z,,
http://www.wikidata.org/entity/Q1389764,Q1389764,τζαζ,Q158245,1944-09-09T00:00:00Z,2021-09-16T00:00:00Z,
http://www.wikidata.org/entity/Q1398795,Q1398795,τέχνες του θεάματος,Γκορίτσια,1963-02-01T00:00:00Z,2004-06-27T00:00:00Z,Ιταλός συνθέτης
http://www.wikidata.org/entity/Q1403108,Q1403108,κλασική μουσική,Q2514320,1887-02-11T00:00:00Z,1966-12-31T00:00:00Z,
http://www.wikidata.org/entity/Q1405012,Q1405012,άσμα,Σλέσβιχ,1940-08-29T00:00:00Z,2008-07-22T00:00:00Z,
http://www.wikidata.org/entity/Q1405012,Q1405012,άσμα,Σλέσβιχ,1940-08-29T00:00:00Z,2008-07-29T00:00:00Z,
http://www.wikidata.org/entity/Q1408144,Σεμά Μόριτζ,τέχνες του θεάματος,Άγκυρα,1956-08-14T00:00:00Z,,
http://www.wikidata.org/entity/Q1465336,Q1465336,"ιστορία, Οικονομική ιστορία",Λειψία,1966-09-04T00:00:00Z,,
http://www.wikidata.org/entity/Q1522692,Q1522692,"ποίηση, τραγούδι",Q1006049,1928-10-27T00:00:00Z,,
http://www.wikidata.org/entity/Q2522458,Q2522458,τζαζ,Όμαχα,1950-05-20T00:00:00Z,,
http://www.wikidata.org/entity/Q2574452,Ιμπραΐμ Μααλούφ,"τζαζ, κλασική μουσική",Βηρυτός,1980-11-05T00:00:00Z,,
http://www.wikidata.org/entity/Q2589305,Q2589305,"Καθολικισμός, Εκκλησιαστική μουσική",Ντόρτμουντ,1941-08-07T00:00:00Z,2021-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q2589305,Q2589305,"Καθολικισμός, Εκκλησιαστική μουσική",Ντόρτμουντ,1941-08-07T00:00:00Z,2021-03-12T00:00:00Z,
http://www.wikidata.org/entity/Q322056,Λανς Ρέντικ,"υποκριτική, Φωνητική ηθοποιία",Βαλτιμόρη,1962-06-07T00:00:00Z,2023-03-17T00:00:00Z,Αμερικανός ηθοποιός
http://www.wikidata.org/entity/Q323492,Q323492,κάντρι μουσική,Q586130,1932-11-06T00:00:00Z,2021-12-04T00:00:00Z,
http://www.wikidata.org/entity/Q326328,Q326328,τέχνες του θεάματος,Κίνγκστον,1946-10-10T00:00:00Z,,
http://www.wikidata.org/entity/Q326383,Q326383,σόουλ,Νέα Υόρκη,1948-04-07T00:00:00Z,,
http://www.wikidata.org/entity/Q326383,Q326383,σόουλ,Νέα Υόρκη,1949-04-07T00:00:00Z,,
http://www.wikidata.org/entity/Q336640,David Byrne,τέχνες του θεάματος,Νταμπάρτον,1952-05-14T00:00:00Z,,βρετανός μουσικός από τη Σκωτία
http://www.wikidata.org/entity/Q338336,Q338336,κρουστό μουσικό όργανο,Νέα Υόρκη,1960-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q338336,Q338336,κρουστό μουσικό όργανο,Νέα Υόρκη,1960-05-19T00:00:00Z,,
http://www.wikidata.org/entity/Q349456,Q349456,Αιγυπτιολογία,Μάντσεστερ,1950-09-12T00:00:00Z,,
http://www.wikidata.org/entity/Q349491,Q349491,"μουσικολογία, διεύθυνση ορχήστρας",Μιλάνο,1928-01-02T00:00:00Z,2017-03-06T00:00:00Z,
http://www.wikidata.org/entity/Q522260,Q522260,κρουστό μουσικό όργανο,Περού,1980-06-02T00:00:00Z,,
http://www.wikidata.org/entity/Q523948,Q523948,τέχνες του θεάματος,Ζόττεγκεμ,1979-05-17T00:00:00Z,,
http://www.wikidata.org/entity/Q526407,Q526407,παραστατική τέχνη,Ζυρίχη,1945-03-04T00:00:00Z,,
http://www.wikidata.org/entity/Q529232,Q529232,τέχνες του θεάματος,Q2104955,1960-12-01T00:00:00Z,,
http://www.wikidata.org/entity/Q530452,Q530452,τέχνες του θεάματος,Q10718570,1967-02-14T00:00:00Z,,
http://www.wikidata.org/entity/Q552900,Κίναν Τόμσον,υποκριτική,Ατλάντα,1978-05-10T00:00:00Z,,Αμερικανός κωμικός και ηθοποιός
http://www.wikidata.org/entity/Q568158,Q568158,σύνθεση,Αλγκέρο,1962-05-23T00:00:00Z,,
http://www.wikidata.org/entity/Q568509,Τέο Τζέιμς,υποκριτική,Οξφόρδη,1984-12-16T00:00:00Z,,
http://www.wikidata.org/entity/Q1429217,Q1429217,"μουσική, Κόμικς, υποκριτική",Νέα Υόρκη,1949-06-07T00:00:00Z,,
http://www.wikidata.org/entity/Q1443396,Q1443396,μουσική,Έσσεν,1960-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q1443958,Q1443958,"μουσική, θέατρο",Τσβίκαου,1951-05-18T00:00:00Z,,
http://www.wikidata.org/entity/Q1445729,Q1445729,"μουσική, εικαστικές τέχνες, τυπογραφία, δημοσιογραφία γνώμης, εκπαιδευτικό σύστημα",Πράγα,1966-07-03T00:00:00Z,,
http://www.wikidata.org/entity/Q1446061,Q1446061,"μουσική, κλασική μουσική",Q164471,1745-02-21T00:00:00Z,1805-01-13T00:00:00Z,
http://www.wikidata.org/entity/Q1446061,Q1446061,"μουσική, κλασική μουσική",Q164471,1745-12-03T00:00:00Z,1805-01-13T00:00:00Z,
http://www.wikidata.org/entity/Q1446061,Q1446061,"μουσική, κλασική μουσική",Q164471,1748-12-03T00:00:00Z,1805-01-13T00:00:00Z,
http://www.wikidata.org/entity/Q1450894,Q1450894,μουσική,Βραζιλία,1964-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q1453334,Q1453334,μουσική,Φλιντ,1972-06-23T00:00:00Z,,
http://www.wikidata.org/entity/Q1461375,Q1461375,μουσική,Q10777,1840-04-30T00:00:00Z,1906-01-22T00:00:00Z,
http://www.wikidata.org/entity/Q1475408,Q1475408,"μουσική, μουσική εκπαίδευση",Βίντερτουρ,1975-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q1482510,Q1482510,μουσική,Q157480,1963-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q1488289,Q1488289,"μουσική, σύνθεση",Πίλζεν,1911-02-27T00:00:00Z,1976-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1488289,Q1488289,"μουσική, σύνθεση",Πίλζεν,1911-09-27T00:00:00Z,1976-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1488758,Q1488758,μουσική,Ρούντολστατ,1974-07-03T00:00:00Z,,
http://www.wikidata.org/entity/Q1489599,Q1489599,"μουσική, σύνθεση, διεύθυνση ορχήστρας",Νίρεγκχαζα,1949-01-06T00:00:00Z,2022-07-22T00:00:00Z,
http://www.wikidata.org/entity/Q1494952,Q1494952,μουσική,Όιστερ Μπέι,1956-04-04T00:00:00Z,,
http://www.wikidata.org/entity/Q1507760,Q1507760,"μουσική, σύνθεση, μουσικός αυτοσχεδιασμός, μουσικό έργο/σύνθεση",Σικάγο,1952-07-14T00:00:00Z,,
http://www.wikidata.org/entity/Q1510348,Q1510348,"μουσική, σύνθεση, μουσική βιομηχανία, μουσικό έργο/σύνθεση",Αμβούργο,1953-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q1510348,Q1510348,"μουσική, σύνθεση, μουσική βιομηχανία, μουσικό έργο/σύνθεση",Αμβούργο,1953-08-09T00:00:00Z,,
http://www.wikidata.org/entity/Q1510915,Q1510915,"μουσική, μουσική εκπαίδευση",Βερολίνο,1927-01-01T00:00:00Z,2015-12-07T00:00:00Z,
http://www.wikidata.org/entity/Q1512747,Q1512747,"μουσική, θεωρία της μουσικής",Βιέννη,1938-05-29T00:00:00Z,,
http://www.wikidata.org/entity/Q1514663,Q1514663,"μουσική, τζαζ",Q837129,1958-04-23T00:00:00Z,,
http://www.wikidata.org/entity/Q1515190,Q1515190,μουσική,Ιένα,1932-07-18T00:00:00Z,2012-05-04T00:00:00Z,
http://www.wikidata.org/entity/Q1520989,Q1520989,μουσική,Σέφιλντ,1974-03-18T00:00:00Z,,
http://www.wikidata.org/entity/Q1529708,Q1529708,μουσική,Q1632205,1709-08-08T00:00:00Z,1779-12-05T00:00:00Z,
http://www.wikidata.org/entity/Q1531723,Q1531723,μουσική,Ντόρτμουντ,1971-04-27T00:00:00Z,2018-11-26T00:00:00Z,
http://www.wikidata.org/entity/Q1532874,Q1532874,"μουσική, σύνθεση, μουσικό έργο/σύνθεση, πιανιστική ερμηνεία",Μόντρεαλ,1972-03-20T00:00:00Z,,
http://www.wikidata.org/entity/Q2533357,Q2533357,τέχνες του θεάματος,Q641905,1974-03-18T00:00:00Z,,Βέλγος ηθοποιός
http://www.wikidata.org/entity/Q2549322,Q2549322,ροκ,Νόξβιλ,1978-01-10T00:00:00Z,,
http://www.wikidata.org/entity/Q2551765,Χάρι Μπερτόια,κόσμημα,Q53150,1915-03-10T00:00:00Z,1978-11-06T00:00:00Z,
http://www.wikidata.org/entity/Q2570131,Q2570131,μπαρόκ μουσική,Χάγη,1948-11-20T00:00:00Z,,
http://www.wikidata.org/entity/Q2576246,Q2576246,τέχνες του θεάματος,Μέχελεν,1934-07-09T00:00:00Z,2002-09-25T00:00:00Z,
http://www.wikidata.org/entity/Q2577205,Q2577205,"ροκ, Krautrock",Ντούισμπουργκ,1951-01-01T00:00:00Z,2018-07-27T00:00:00Z,
http://www.wikidata.org/entity/Q2628517,Λουίς ντε Ντέιστερ,"μουσικό όργανο, εικαστικές τέχνες",Μπρυζ,1656-01-01T00:00:00Z,1711-01-01T00:00:00Z,Φλαμανδός ζωγράφος
http://www.wikidata.org/entity/Q2628517,Λουίς ντε Ντέιστερ,"μουσικό όργανο, εικαστικές τέχνες",Μπρυζ,1657-01-01T00:00:00Z,1711-01-01T00:00:00Z,Φλαμανδός ζωγράφος
http://www.wikidata.org/entity/Q2628517,Λουίς ντε Ντέιστερ,"μουσικό όργανο, εικαστικές τέχνες",Μπρυζ,1656-01-01T00:00:00Z,1711-12-18T00:00:00Z,Φλαμανδός ζωγράφος
http://www.wikidata.org/entity/Q2628517,Λουίς ντε Ντέιστερ,"μουσικό όργανο, εικαστικές τέχνες",Μπρυζ,1657-01-01T00:00:00Z,1711-12-18T00:00:00Z,Φλαμανδός ζωγράφος
http://www.wikidata.org/entity/Q2628517,Λουίς ντε Ντέιστερ,"μουσικό όργανο, εικαστικές τέχνες",Μπρυζ,1656-01-01T00:00:00Z,1711-12-20T00:00:00Z,Φλαμανδός ζωγράφος
http://www.wikidata.org/entity/Q2628517,Λουίς ντε Ντέιστερ,"μουσικό όργανο, εικαστικές τέχνες",Μπρυζ,1657-01-01T00:00:00Z,1711-12-20T00:00:00Z,Φλαμανδός ζωγράφος
http://www.wikidata.org/entity/Q2631528,Q2631528,τέχνες του θεάματος,Μπρυζ,1975-06-05T00:00:00Z,,
http://www.wikidata.org/entity/Q2657307,Q2657307,"μουσική εκπαίδευση, σύνθεση, μουσικό έργο/σύνθεση",Ανν Άρμπορ,1864-09-03T00:00:00Z,1949-10-16T00:00:00Z,
http://www.wikidata.org/entity/Q3018260,Q3018260,τέχνες του θεάματος,Λος Άντζελες,1957-01-08T00:00:00Z,,
http://www.wikidata.org/entity/Q228904,Χάτι ΜακΝτάνιελ,σύνθεση,Ουίτσιτα,1893-06-10T00:00:00Z,1952-10-26T00:00:00Z,"Αμερικανίδα ηθοποιός, τραγουδίστρια , στιχουργός και κωμικός"
http://www.wikidata.org/entity/Q324397,Q324397,πιανιστική ερμηνεία,Σεμπού Σίτι,1953-11-06T00:00:00Z,,
http://www.wikidata.org/entity/Q499057,Q499057,"μουσική, μουσικολογία",Γερμανία,1966-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q499057,Q499057,"μουσική, μουσικολογία",Καρλσρούη,1966-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q501296,Άντριου Φλέτσερ,"μουσική, ροκ, εναλλακτική ροκ, Ηλεκτρονική χορευτική μουσική, εναλλακτική μουσική",Νότιγχαμ,1961-07-08T00:00:00Z,2022-05-26T00:00:00Z,Άγγλος μουσικός
http://www.wikidata.org/entity/Q502990,Ρασίντ Ταχά,"μουσική, άσμα",Οράν,1958-09-18T00:00:00Z,2018-09-12T00:00:00Z,
http://www.wikidata.org/entity/Q503672,Q503672,μουσική,Ελσίνκι,1958-06-27T00:00:00Z,,
http://www.wikidata.org/entity/Q504429,Q504429,"μουσική, τζαζ",Φιλαδέλφεια,1946-01-03T00:00:00Z,2022-01-09T00:00:00Z,
http://www.wikidata.org/entity/Q504490,Q504490,μουσική,Βενετία,1763-04-07T00:00:00Z,1846-04-16T00:00:00Z,
http://www.wikidata.org/entity/Q505476,Avicii,"μουσική, house, Ηλεκτρονική χορευτική μουσική, χορευτική μουσική",Στοκχόλμη,1989-09-08T00:00:00Z,2018-04-20T00:00:00Z,
http://www.wikidata.org/entity/Q505898,Andrew W.K.,"μουσική, άσμα, μουσική βιομηχανία",Στάνφορντ,1979-05-09T00:00:00Z,,
http://www.wikidata.org/entity/Q505994,Q505994,μουσική,Νέα Υόρκη,1944-04-24T00:00:00Z,,
http://www.wikidata.org/entity/Q507558,Q507558,μουσική,Χάρτφορντ,1932-09-02T00:00:00Z,2019-12-13T00:00:00Z,
http://www.wikidata.org/entity/Q508049,Έζρα Μίλερ,"μουσική, ταινία, υποκριτική",Q1021563,1992-01-01T00:00:00Z,,Αμερικανός ηθοποιός
http://www.wikidata.org/entity/Q508049,Έζρα Μίλερ,"μουσική, ταινία, υποκριτική",Q1021563,1992-09-30T00:00:00Z,,Αμερικανός ηθοποιός
http://www.wikidata.org/entity/Q508049,Έζρα Μίλερ,"μουσική, ταινία, υποκριτική",Q1021563,1993-01-01T00:00:00Z,,Αμερικανός ηθοποιός
http://www.wikidata.org/entity/Q509545,Q509545,"μουσική, τέχνες του θεάματος",Ισί-λε-Μουλινώ,1965-06-05T00:00:00Z,,
http://www.wikidata.org/entity/Q511074,Q511074,"μουσική, σύνθεση, άσμα, πιανιστική ερμηνεία",Νέα Ορλεάνη,1941-11-21T00:00:00Z,2019-06-06T00:00:00Z,
http://www.wikidata.org/entity/Q512768,Q512768,μουσική,Τρόντχαϊμ,1975-03-04T00:00:00Z,,
http://www.wikidata.org/entity/Q512916,Q512916,μουσική,Νέα Υόρκη,1949-08-08T00:00:00Z,,
http://www.wikidata.org/entity/Q515401,Q515401,σύνθεση,Σαιν-Ραφαέλ,2000-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q522569,Q522569,σύνθεση,Q2797403,1933-11-21T00:00:00Z,2016-09-25T00:00:00Z,
http://www.wikidata.org/entity/Q529619,Q529619,σύνθεση,Κλίβελαντ,1953-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q536723,Q536723,σύνθεση,Λος Άντζελες,1951-11-15T00:00:00Z,,
http://www.wikidata.org/entity/Q537129,Q537129,σύνθεση,Q1583289,1973-03-17T00:00:00Z,,
http://www.wikidata.org/entity/Q538395,Q538395,σύνθεση,Ηνωμένες Πολιτείες Αμερικής,1943-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q543039,Q543039,σύνθεση,Λος Άντζελες,1958-12-17T00:00:00Z,,
http://www.wikidata.org/entity/Q544198,Τζετ Γουίλιαμς,σύνθεση,Μοντγκόμερι,1953-01-06T00:00:00Z,,Αμερικανίδα τραγουδίστρια
http://www.wikidata.org/entity/Q545452,Q545452,σύνθεση,Q653827,1946-06-21T00:00:00Z,,
http://www.wikidata.org/entity/Q546532,Q546532,σύνθεση,Q2311761,1938-10-14T00:00:00Z,,
http://www.wikidata.org/entity/Q547521,Q547521,σύνθεση,Q631590,1945-11-10T00:00:00Z,,
http://www.wikidata.org/entity/Q594931,Q594931,μουσική,Μπρονξ,1964-09-26T00:00:00Z,,
http://www.wikidata.org/entity/Q742427,Q742427,μουσική,Λονδίνο,1942-04-21T00:00:00Z,,
http://www.wikidata.org/entity/Q743213,Q743213,μουσική,Κόπερ,1975-07-27T00:00:00Z,,
http://www.wikidata.org/entity/Q769600,Τεντ Τζόια,"μουσική, τζαζ, παραδοσιακή μουσική",Πάλο Άλτο,1957-10-21T00:00:00Z,,
http://www.wikidata.org/entity/Q769600,Τεντ Τζόια,"μουσική, τζαζ, παραδοσιακή μουσική",Χόθορν,1957-10-21T00:00:00Z,,
http://www.wikidata.org/entity/Q770702,Q770702,"μουσική, ρέγκε, ροκ",Νέα Υόρκη,1950-10-11T00:00:00Z,,
http://www.wikidata.org/entity/Q774467,Q774467,μουσική,Κίνγκστον,1951-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q775131,Q775131,"μουσική, μπλουζ",Q970125,1939-08-17T00:00:00Z,1997-08-12T00:00:00Z,
http://www.wikidata.org/entity/Q775800,Q775800,μουσική,Λιβόρνο,1938-08-13T00:00:00Z,2024-03-03T00:00:00Z,
http://www.wikidata.org/entity/Q782060,Q782060,"μουσική, υποκριτική, άσμα",Q221840,1966-05-08T00:00:00Z,,
http://www.wikidata.org/entity/Q782575,Q782575,μουσική,Στοκχόλμη,1978-05-20T00:00:00Z,,
http://www.wikidata.org/entity/Q786675,Q786675,μουσική,Q990999,1976-10-18T00:00:00Z,,
http://www.wikidata.org/entity/Q787155,Μιχαήλ Ματιούσιν,"μουσική, εικαστικές τέχνες",Νίζνι Νόβγκοροντ,1861-01-01T00:00:00Z,1934-10-14T00:00:00Z,
http://www.wikidata.org/entity/Q789637,Q789637,μουσική,Μίσκολτς,1959-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q789637,Q789637,μουσική,Μίσκολτς,1959-01-18T00:00:00Z,,
http://www.wikidata.org/entity/Q790763,Q790763,μουσική,Κίνγκστον,1964-04-30T00:00:00Z,,
http://www.wikidata.org/entity/Q797841,Q797841,"μουσική, τζαζ, σόουλ",Νέα Ορλεάνη,1933-09-11T00:00:00Z,1971-04-01T00:00:00Z,
http://www.wikidata.org/entity/Q816518,Q816518,"μουσική, άσμα",Λονδίνο,1987-04-24T00:00:00Z,,
http://www.wikidata.org/entity/Q816567,Q816567,"μουσική, υποκριτική, Μεταγλώττιση",Νταχάου,1990-10-20T00:00:00Z,,
http://www.wikidata.org/entity/Q825557,Q825557,μουσική,Q53901,1960-06-02T00:00:00Z,,
http://www.wikidata.org/entity/Q827506,Q827506,μουσική,Q1025593,1920-05-10T00:00:00Z,2012-04-20T00:00:00Z,
http://www.wikidata.org/entity/Q828304,Q828304,μουσική,Στάιρ,1965-07-06T00:00:00Z,,
http://www.wikidata.org/entity/Q833749,Q833749,μουσική,Q7067,1981-05-08T00:00:00Z,,
http://www.wikidata.org/entity/Q835600,Q835600,μουσική,Κίνγκστον,1938-10-05T00:00:00Z,2008-08-16T00:00:00Z,
http://www.wikidata.org/entity/Q856149,Q856149,"μουσική, κινηματογραφική μουσική",Κόρμπαχ,1962-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q863081,Q863081,"μουσική, θρησκεία",Τάρπον Σπρινγκς,1925-12-21T00:00:00Z,2023-04-25T00:00:00Z,
http://www.wikidata.org/entity/Q869758,Κρις Όλιβα,μουσική,Q49604502,1963-04-03T00:00:00Z,1993-10-17T00:00:00Z,
http://www.wikidata.org/entity/Q958774,Q958774,"μουσική, μουσική εκπαίδευση",Βρυξέλλες,1865-06-15T00:00:00Z,1942-04-03T00:00:00Z,
http://www.wikidata.org/entity/Q961671,Q961671,"μουσική, άσμα",Γουόκινγκ,1948-10-12T00:00:00Z,2016-12-24T00:00:00Z,
http://www.wikidata.org/entity/Q2546017,Q2546017,ιστορία του σιδηροδρόμου,Μπράντφορντ,1954-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q443377,Q443377,μουσική,Q48803133,1948-01-01T00:00:00Z,1999-06-14T00:00:00Z,
http://www.wikidata.org/entity/Q443818,Άλεξ Σκόλνικ,μουσική,Μπέρκλι,1968-09-29T00:00:00Z,,
http://www.wikidata.org/entity/Q445136,Q445136,μουσική,Λίνκολν,1978-10-05T00:00:00Z,,
