scientist,scientistLabel,fields,placeOfBirthLabel,dateOfBirth,dateOfDeath,description
http://www.wikidata.org/entity/Q43370851,Q43370851,"μαθηματική χημεία, φιλοσοφία της χημείας, Ιστορία της Χημείας, θεωρία κατηγοριών, ιστορία της επιστήμης, θεωρία γράφων, Διακριτά μαθηματικά, Φιλοσοφία της επιστήμης, Τοπολογία, Εφαρμοσμένα μαθηματικά, χημεία, μαθηματικά",Μπογκοτά,1976-08-12T00:00:00Z,,
http://www.wikidata.org/entity/Q43382056,Q43382056,φυσιολογία,Γερμανία,1888-02-12T00:00:00Z,,
http://www.wikidata.org/entity/Q43423947,Q43423947,χημεία,Αλμάτι,1935-11-15T00:00:00Z,,
http://www.wikidata.org/entity/Q43424120,Q43424120,μεταλλουργία,Βόλγκογκραντ,1948-10-10T00:00:00Z,2008-03-19T00:00:00Z,
http://www.wikidata.org/entity/Q43424517,Q43424517,"επεξεργασία, λογοτεχνική ανάλυση",Τομσκ,1958-07-08T00:00:00Z,,
http://www.wikidata.org/entity/Q43424517,Q43424517,"επεξεργασία, λογοτεχνική ανάλυση",Τομσκ,1958-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q43425066,Q43425066,βιοφυσική,Ιζέφσκ,1955-03-06T00:00:00Z,,
http://www.wikidata.org/entity/Q43426744,Q43426744,Υδρολογία,Μιας,1923-03-30T00:00:00Z,2014-04-14T00:00:00Z,
http://www.wikidata.org/entity/Q43426870,Q43426870,νομικός,Q1050780,1947-11-15T00:00:00Z,,
http://www.wikidata.org/entity/Q43427537,Q43427537,μουσικολογία,Μόσχα,1950-02-05T00:00:00Z,2017-07-09T00:00:00Z,
http://www.wikidata.org/entity/Q43427655,Q43427655,"μηχανική, μαθηματικά",Βορόνεζ,1955-09-18T00:00:00Z,,
http://www.wikidata.org/entity/Q43428919,Q43428919,πειραματική φυσική,Ρίμπινσκ,1947-09-30T00:00:00Z,2010-01-14T00:00:00Z,
http://www.wikidata.org/entity/Q43429804,Q43429804,νομισματολογία,Μόσχα,1919-11-20T00:00:00Z,2008-09-10T00:00:00Z,
http://www.wikidata.org/entity/Q43476116,Q43476116,οργανική χημεία,Μόσχα,1900-12-27T00:00:00Z,1963-05-21T00:00:00Z,
http://www.wikidata.org/entity/Q43476543,Q43476543,εδαφολογία,Πιτραζαβότσκ,1969-05-29T00:00:00Z,,
http://www.wikidata.org/entity/Q43476921,Q43476921,"Αστικό Δίκαιο, Ποινικό Δίκαιο",Ρενς,1872-12-17T00:00:00Z,1938-04-01T00:00:00Z,
http://www.wikidata.org/entity/Q43568051,Q43568051,πλανητική επιστήμη,Q949739,1951-09-14T00:00:00Z,2013-08-04T00:00:00Z,
http://www.wikidata.org/entity/Q43588549,Q43588549,γεωβιολογία,Κρεμεντσούκ,1897-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q43653335,Q43653335,"Οργανική σύνθεση, Στερεοχημεία, κατάλυση, οργανική χημεία, μοριακή βιολογία, γενετική",Μπέργκαμο,1966-06-29T00:00:00Z,,
http://www.wikidata.org/entity/Q43901181,Q43901181,"μικροβιοκοινότητα, βιοποικιλότητα, μικροβιολογία",Πούνε,1960-10-24T00:00:00Z,,
http://www.wikidata.org/entity/Q43901181,Q43901181,"μικροβιοκοινότητα, βιοποικιλότητα, μικροβιολογία",Πούνε,1960-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q44015049,Q44015049,ζωολογία,Q200991,1898-10-14T00:00:00Z,1973-02-02T00:00:00Z,
http://www.wikidata.org/entity/Q44057202,Q44057202,επεξεργασία,Κρολεβέτς,1977-01-09T00:00:00Z,,
http://www.wikidata.org/entity/Q44057794,Q44057794,"πολιτική προστασία, Ιστορία της ιατρικής, παιδιατρική",Όμπλαστ Σούμι,1959-08-10T00:00:00Z,,
http://www.wikidata.org/entity/Q44059170,Q44059170,"παλαιοντολόγος, στρωματογραφία, γεωλογία",Q4226198,1914-02-06T00:00:00Z,1995-10-30T00:00:00Z,
http://www.wikidata.org/entity/Q44155648,Q44155648,"βιοφυσική, βιολογία",Κισινάου,1947-09-16T00:00:00Z,2005-03-12T00:00:00Z,
http://www.wikidata.org/entity/Q44286938,Q44286938,"πληροφορική, Επεξεργασία σήματος, τηλεπισκόπηση, Επιστήμη υπολογιστών, μηχανική μάθηση",Τσανγκλέ,1984-12-12T00:00:00Z,,
http://www.wikidata.org/entity/Q44286938,Q44286938,"πληροφορική, Επεξεργασία σήματος, τηλεπισκόπηση, Επιστήμη υπολογιστών, μηχανική μάθηση",Τσανγκσά,1984-12-12T00:00:00Z,,
http://www.wikidata.org/entity/Q44572152,Q44572152,"αμπελοκομία, κτηνιατρική, γεωργία",Q4590429,1967-03-26T00:00:00Z,,
http://www.wikidata.org/entity/Q44862633,Q44862633,εντομολογία,Ρίο ντε Τζανέιρο,1916-09-14T00:00:00Z,1989-03-03T00:00:00Z,
http://www.wikidata.org/entity/Q44862633,Q44862633,εντομολογία,Ρίο ντε Τζανέιρο,1916-09-14T00:00:00Z,1989-03-02T00:00:00Z,
http://www.wikidata.org/entity/Q44952355,Q44952355,"δημοσιογραφία γνώμης, αειφόρος ανάπτυξη, Φυσικό περιβάλλον",Βερολίνο,1955-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q45090045,Q45090045,"εκλαϊκευμένη επιστήμη, αστροφυσική, αστροναυτική, αστρονομία",Γίτσιν,1927-04-11T00:00:00Z,2021-09-29T00:00:00Z,
http://www.wikidata.org/entity/Q45113096,Q45113096,κτηνιατρική,Q13030010,1897-10-31T00:00:00Z,1984-08-19T00:00:00Z,
http://www.wikidata.org/entity/Q45193727,Q45193727,Επιστήμη υπολογιστών,Δουβλίνο,1968-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q45246558,Q45246558,abnormal psychology,Q16024166,1937-12-20T00:00:00Z,,
http://www.wikidata.org/entity/Q45312291,Q45312291,οικονομικά,Γενεύη,1941-04-16T00:00:00Z,1979-03-28T00:00:00Z,
http://www.wikidata.org/entity/Q45346464,Q45346464,εφαρμοσμένη φυσική,Νανίνγκ,1928-06-29T00:00:00Z,2017-12-06T00:00:00Z,
http://www.wikidata.org/entity/Q45367526,Q45367526,"χημεία τροφίμων, ζυθοποιία",Q559705,1937-02-11T00:00:00Z,2020-10-07T00:00:00Z,
http://www.wikidata.org/entity/Q45705785,Q45705785,"μικροσκόπιο, οργανική χημεία, κυτταρική βιολογία",Πρίμπραμ,1972-06-04T00:00:00Z,,
http://www.wikidata.org/entity/Q45826890,Q45826890,ιατρική,Αγία Πετρούπολη,1884-06-23T00:00:00Z,1973-11-23T00:00:00Z,
http://www.wikidata.org/entity/Q46002433,Q46002433,"αστροφυσική, φυσική",Τεργέστη,1910-10-28T00:00:00Z,2003-10-23T00:00:00Z,
http://www.wikidata.org/entity/Q46020014,Q46020014,"Χημική βιομηχανία, ρητίνη, χημική ουσία, ορυκτολογία, χημεία",Αζέν,1864-11-20T00:00:00Z,1935-01-30T00:00:00Z,
http://www.wikidata.org/entity/Q46074922,Q46074922,"Χελώνια, εμβρυολογία, οικολογία",Μινεάπολις,1930-09-09T00:00:00Z,2014-03-28T00:00:00Z,
http://www.wikidata.org/entity/Q46468049,Q46468049,"σπερματογένεση, έρευνα, Εμβρυογένεση, βιοτεχνολογία",Q1000073,1974-02-17T00:00:00Z,,
http://www.wikidata.org/entity/Q46687357,Q46687357,"Φυσιολογία φυτών, έρευνα",Ντβουρ Κράλοβε ναντ Λάμπεμ,1978-12-22T00:00:00Z,,
http://www.wikidata.org/entity/Q46819699,Q46819699,χειρουργική,Όμπλαστ της Βόλογκντα,1905-12-06T00:00:00Z,1984-03-13T00:00:00Z,
http://www.wikidata.org/entity/Q46863523,Q46863523,σχολική παιδαγωγική,Αμβέρσα,1968-03-29T00:00:00Z,,
http://www.wikidata.org/entity/Q46996511,Q46996511,"ανάλυση δεδομένων, Βιοστατιστική, Φαρμακοεπιδημιολογία, Βιομετρία, στατιστική, μαθηματικά",Σικάγο,1955-06-28T00:00:00Z,,
http://www.wikidata.org/entity/Q47008688,Q47008688,κοινωνιολογία,Σικάγο,1908-10-08T00:00:00Z,1993-05-01T00:00:00Z,
http://www.wikidata.org/entity/Q47009877,Q47009877,"νευρολογία, ιατρική",Κονοτόπ,1899-02-27T00:00:00Z,1984-02-02T00:00:00Z,
http://www.wikidata.org/entity/Q47009985,Q47009985,μεσαιωνικές σπουδές,Μπιλοπίλια,1902-12-28T00:00:00Z,1992-03-13T00:00:00Z,
http://www.wikidata.org/entity/Q47088162,Q47088162,οπτοηλεκτρονική,Μόσχα,1948-04-11T00:00:00Z,,
http://www.wikidata.org/entity/Q47091688,Q47091688,"Περίθλαση, οπτική, φυσική",Δήμος Μπρέντα,1946-11-05T00:00:00Z,,
http://www.wikidata.org/entity/Q47200406,Q47200406,μαθηματική παιδεία,Χάιφα,1941-02-05T00:00:00Z,,
http://www.wikidata.org/entity/Q47258700,Q47258700,φιλοσοφία,Q13652157,1903-07-01T00:00:00Z,1997-10-05T00:00:00Z,
http://www.wikidata.org/entity/Q47452783,Q47452783,"θεολογία, ιατρική",Αγία Πετρούπολη,1956-12-23T00:00:00Z,,
http://www.wikidata.org/entity/Q47452996,Q47452996,ιατρική,Μόσχα,1956-09-03T00:00:00Z,,
http://www.wikidata.org/entity/Q47453035,Q47453035,φυσικοχημεία,Κράι Σταυρούπολης,1932-09-20T00:00:00Z,1992-03-05T00:00:00Z,
http://www.wikidata.org/entity/Q47453054,Q47453054,ιατρική,Κυβερνείο Βολυνίας,1856-01-01T00:00:00Z,1908-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q47453053,Q47453053,αρχαιολογία,Q105056,1928-07-28T00:00:00Z,1983-07-23T00:00:00Z,
http://www.wikidata.org/entity/Q47453058,Q47453058,ιατρική,Μόσχα,1861-01-01T00:00:00Z,1912-09-07T00:00:00Z,
http://www.wikidata.org/entity/Q47453106,Q47453106,Καρδιολογία,Τίχβιν,1957-01-23T00:00:00Z,,
http://www.wikidata.org/entity/Q47453166,Q47453166,Εξαγωγική μεταλλουργία,Μόσχα,1935-05-17T00:00:00Z,,
http://www.wikidata.org/entity/Q47453254,Q47453254,Μεταλλευτική,Q49512,1840-01-13T00:00:00Z,1914-07-20T00:00:00Z,
http://www.wikidata.org/entity/Q47453276,Q47453276,Αεροπορία,Καμισίν,1951-04-09T00:00:00Z,,
http://www.wikidata.org/entity/Q47453276,Q47453276,Αεροπορία,Καμισίν,1951-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q47453326,Q47453326,χημεία,Περεϊάσλαβ,1879-01-12T00:00:00Z,1953-06-12T00:00:00Z,
http://www.wikidata.org/entity/Q47453352,Q47453352,γεωλογία,Σαριαγκάς,1939-03-09T00:00:00Z,,
http://www.wikidata.org/entity/Q47453378,Q47453378,βιοακουστική,Μόσχα,1935-08-01T00:00:00Z,2014-05-12T00:00:00Z,
http://www.wikidata.org/entity/Q47453595,Q47453595,Αεροδυναμική,Μόσχα,1936-09-27T00:00:00Z,2017-12-14T00:00:00Z,
http://www.wikidata.org/entity/Q47453699,Q47453699,"δημογραφία, οικονομικά",Ντέσαου,1961-01-02T00:00:00Z,,
http://www.wikidata.org/entity/Q47453784,Q47453784,Οργανική σύνθεση,Κροπιβνίτσκι,1927-04-21T00:00:00Z,1995-04-20T00:00:00Z,
http://www.wikidata.org/entity/Q47457874,Q47457874,Τηλεσκόπιο,Όφφενμπαχ,1941-05-11T00:00:00Z,,
http://www.wikidata.org/entity/Q47462661,Νικολάι Γκεόργκεβιτς Γκομελάουρι,μεταλλουργία,Q3653117,1907-04-28T00:00:00Z,1977-05-24T00:00:00Z,
http://www.wikidata.org/entity/Q47482582,Q47482582,φυσική,Σεντ Πάνκρας,1957-05-01T00:00:00Z,,
http://www.wikidata.org/entity/Q47489591,Q47489591,"Μείνετε ασφαλείς, οικονομικά",Λβιβ,1979-01-07T00:00:00Z,,
http://www.wikidata.org/entity/Q47490290,Q47490290,"διδάσκων πανεπιστημίου, αρχαιολογία",Αμβούργο,1970-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q47494344,Q47494344,"Μεταλλευτική, γεωλογία",Αρχάνγκελσκ,1960-07-05T00:00:00Z,2014-07-15T00:00:00Z,
http://www.wikidata.org/entity/Q47495591,Q47495591,"σωματιδιακή φυσική, φυσική",Μπουένος Άιρες,1925-04-02T00:00:00Z,2005-06-28T00:00:00Z,
http://www.wikidata.org/entity/Q47508040,Q47508040,αρχαιολογία,Q55973647,1844-01-01T00:00:00Z,1892-09-24T00:00:00Z,
http://www.wikidata.org/entity/Q47525125,Q47525125,"ορυκτολογία, γεωχημεία, κρυσταλλογραφία, φωτογραφία",Πράγα,1984-05-30T00:00:00Z,,
http://www.wikidata.org/entity/Q47531148,Q47531148,"λογοτεχνία, βιολογία, επιστήμη",Ερφούρτη,1967-01-18T00:00:00Z,,
http://www.wikidata.org/entity/Q47535940,Q47535940,ιστορία,Q136551,1884-11-19T00:00:00Z,1931-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q47550257,Q47550257,"ηπατολογία, γαστρεντερολογία, Εσωτερική παθολογία, ιατρική, παθολογοανατομία",Οβιέδο,1944-04-06T00:00:00Z,,
http://www.wikidata.org/entity/Q47572828,Q47572828,"κβαντική οπτική, οπτική, Υπέρυθρη ακτινοβολία, Ημιαγωγός, φυσική",Ρίο ντε Τζανέιρο,1960-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q47657249,Q47657249,Ψηφιακές Ανθρωπιστικές Επιστήμες,Q22901,1973-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q47671267,Q47671267,επιστήμη υλικών,Τσονγκίνγκ,1928-11-15T00:00:00Z,2019-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q47886244,Q47886244,ηλεκτρολογία μηχανική,Βλαδιβοστόκ,1937-04-03T00:00:00Z,2018-02-05T00:00:00Z,
http://www.wikidata.org/entity/Q48072690,Q48072690,επιστήμονας,Μόσχα,1959-08-14T00:00:00Z,,
http://www.wikidata.org/entity/Q48294956,Q48294956,"Ιοντικό υγρό, ανόργανη χημεία",Λίβερπουλ,1950-01-01T00:00:00Z,2018-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q48331059,Q48331059,"κβαντική χημεία, Τεχνητή νοημοσύνη, μηχανική μάθηση, χημεία",Μόσχα,2000-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q48331059,Q48331059,"κβαντική χημεία, Τεχνητή νοημοσύνη, μηχανική μάθηση, χημεία",Μόσχα,1987-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q48356877,Q48356877,"επιχείρηση, Έρευνα και Ανάπτυξη, ηθολογία",Λαντ,1982-12-01T00:00:00Z,,
http://www.wikidata.org/entity/Q48358945,Q48358945,"Γνωστική συμπεριφορική θεραπεία, διατροφικές διαταραχές, κλινική ψυχολογία, γενετική",Αδελαΐδα,2000-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q48358945,Q48358945,"Γνωστική συμπεριφορική θεραπεία, διατροφικές διαταραχές, κλινική ψυχολογία, γενετική",Αδελαΐδα,1963-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q48492149,Q48492149,"Παιδιατρική οφθαλμολογία, παιδιατρική",Σαουθάμπτον,1908-02-23T00:00:00Z,1977-10-30T00:00:00Z,
http://www.wikidata.org/entity/Q48505653,Q48505653,ιστορία,Q4318487,1952-10-14T00:00:00Z,,
http://www.wikidata.org/entity/Q48505750,Q48505750,ιστορία,Σαμάρα,1954-12-13T00:00:00Z,,
http://www.wikidata.org/entity/Q48505862,Q48505862,πολιτισμολογία,Q197942,1950-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q48506074,Q48506074,πολιτισμολογία,Όμπλαστ της Πένζα,1939-09-07T00:00:00Z,,
http://www.wikidata.org/entity/Q48506483,Q48506483,φυσική,Βορόνεζ,1935-02-23T00:00:00Z,,
http://www.wikidata.org/entity/Q48507553,Q48507553,"αρχαιολογία, ιστορία",Σαμάρα,1972-07-20T00:00:00Z,,
http://www.wikidata.org/entity/Q48507625,Q48507625,φιλολογία,Ναμανγκάν,1948-08-07T00:00:00Z,2020-12-31T00:00:00Z,
http://www.wikidata.org/entity/Q48509924,Q48509924,μουσικολογία,Q208352,1921-08-11T00:00:00Z,2014-05-27T00:00:00Z,
http://www.wikidata.org/entity/Q48510119,Q48510119,"θεολογία, φιλοσοφία",Ροστόφ επί του Ντον,1958-04-11T00:00:00Z,,
http://www.wikidata.org/entity/Q48512278,Q48512278,οικονομία,Q18779362,1948-06-03T00:00:00Z,,
http://www.wikidata.org/entity/Q48512358,Q48512358,ιατρική,Q4177839,1896-06-29T00:00:00Z,1990-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q48514132,Q48514132,ιατρική,Σάχτι,1957-08-03T00:00:00Z,,
http://www.wikidata.org/entity/Q48545962,Q48545962,ιατρική,Βλαδιβοστόκ,1924-03-01T00:00:00Z,,
http://www.wikidata.org/entity/Q48546275,Q48546275,ιατρική,Q177908,1876-01-01T00:00:00Z,1955-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q48554644,Q48554644,Λογιστική,Κουργκάν,1936-10-24T00:00:00Z,,
http://www.wikidata.org/entity/Q48644788,Q48644788,γεωφυσική,Μόσχα,1929-07-02T00:00:00Z,2000-10-14T00:00:00Z,
http://www.wikidata.org/entity/Q48644956,Q48644956,παιδιατρική,Ταγκανρόγκ,1911-08-28T00:00:00Z,2007-08-15T00:00:00Z,
http://www.wikidata.org/entity/Q48644962,Q48644962,παρασιτολογία,Αγία Πετρούπολη,1959-08-22T00:00:00Z,2013-04-19T00:00:00Z,
http://www.wikidata.org/entity/Q48644980,Q48644980,ιατρική,Ροστόφ επί του Ντον,1934-01-27T00:00:00Z,2000-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q48688398,Q48688398,ιατρική,Σμολένσκ,1937-08-08T00:00:00Z,2021-07-25T00:00:00Z,
http://www.wikidata.org/entity/Q48694881,Q48694881,οικονομικά,Σαράτοφ,1968-02-28T00:00:00Z,,
http://www.wikidata.org/entity/Q48695106,Q48695106,οικονομία,Ροστόφ επί του Ντον,1937-12-25T00:00:00Z,,
http://www.wikidata.org/entity/Q48695172,Q48695172,οικονομία,Q4127580,1923-06-25T00:00:00Z,1977-01-07T00:00:00Z,
http://www.wikidata.org/entity/Q48739939,Q48739939,Πυρηνική χημεία,Ρίμπινσκ,1918-03-12T00:00:00Z,1962-01-18T00:00:00Z,
http://www.wikidata.org/entity/Q48747519,Q48747519,φυσική,Ροστόφ επί του Ντον,1952-11-29T00:00:00Z,2023-06-25T00:00:00Z,
http://www.wikidata.org/entity/Q48748413,Q48748413,"πολιτική επιστήμη, φιλοσοφία",Q2217449,1977-02-28T00:00:00Z,2024-01-16T00:00:00Z,
http://www.wikidata.org/entity/Q48768776,Q48768776,ψυχιατρική,Ταγκανρόγκ,1898-03-14T00:00:00Z,1973-07-26T00:00:00Z,
http://www.wikidata.org/entity/Q48799885,Q48799885,ιατρική,Μόσχα,1916-05-10T00:00:00Z,1997-02-28T00:00:00Z,
http://www.wikidata.org/entity/Q48803448,Q48803448,"τεχνική, λογοτεχνία για νέους ενήλικες, φυσική, επιστήμη",Πίτσμπεργκ,1944-11-20T00:00:00Z,,
http://www.wikidata.org/entity/Q48860102,Q48860102,ιατρική,Q20662474,1946-10-28T00:00:00Z,2022-02-10T00:00:00Z,
http://www.wikidata.org/entity/Q48865458,Q48865458,Ψηφιακές Ανθρωπιστικές Επιστήμες,Q551658,1994-06-01T00:00:00Z,,
http://www.wikidata.org/entity/Q48875978,Q48875978,ιατρική,Άστραχαν,1896-03-24T00:00:00Z,1980-03-20T00:00:00Z,
http://www.wikidata.org/entity/Q48876715,Q48876715,ιατρική,Q153380,1864-07-01T00:00:00Z,1936-07-04T00:00:00Z,
http://www.wikidata.org/entity/Q48878405,Q48878405,"ιατρική, παθολογοανατομία, ανατομία",Μόσχα,1918-11-23T00:00:00Z,1999-12-16T00:00:00Z,
http://www.wikidata.org/entity/Q48892629,Q48892629,ιατρική,Q3980033,1951-02-09T00:00:00Z,,
http://www.wikidata.org/entity/Q48933351,Q48933351,ογκολογία,Νοβοκουζνέτσκ,1953-07-17T00:00:00Z,,
http://www.wikidata.org/entity/Q48953253,Q48953253,πυρηνική φυσική,Τσερνίχιβ,1914-10-14T00:00:00Z,1997-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q48953276,Q48953276,πυρηνική φυσική,Κυβερνείο Μόσχας,1923-06-27T00:00:00Z,,
http://www.wikidata.org/entity/Q48953336,Q48953336,αεροδιαστημική μηχανική,Τσερνιβτσί,1947-09-14T00:00:00Z,,
http://www.wikidata.org/entity/Q48953359,Q48953359,"Αυτοματισμός, ιατρική",Ριαζάν,1965-12-24T00:00:00Z,,
http://www.wikidata.org/entity/Q48953372,Q48953372,Υδροδυναμική,Αγία Πετρούπολη,1914-06-13T00:00:00Z,2007-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q48953469,Q48953469,μεταλλουργία,Q1977749,1901-09-29T00:00:00Z,1965-08-01T00:00:00Z,
http://www.wikidata.org/entity/Q48953537,Q48953537,μολυσματική ασθένεια,Αγία Πετρούπολη,1918-11-11T00:00:00Z,2003-12-31T00:00:00Z,
http://www.wikidata.org/entity/Q48953583,Σμάγια Ντολγκίνοφ,αστροφυσική,Κυβερνείο Σμολένσκ,1917-12-17T00:00:00Z,2001-02-10T00:00:00Z,
http://www.wikidata.org/entity/Q48953633,Q48953633,φιλοσοφία της θρησκείας,Q4389890,1915-01-14T00:00:00Z,1989-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q48953683,Q48953683,μεταλλοτεχνία,Τούλα,1887-01-01T00:00:00Z,1957-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q48953705,Q48953705,γεωλογία,Ρόσλαβ,1952-09-29T00:00:00Z,,
http://www.wikidata.org/entity/Q48954282,Q48954282,κριτικός λογοτεχνίας,Q1390649,1866-01-01T00:00:00Z,1943-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q48954526,Q48954526,βουλευτής,Αγία Πετρούπολη,1965-03-26T00:00:00Z,,
http://www.wikidata.org/entity/Q48954646,Q48954646,ηλεκτροχημεία,Κριβί Ριχ,1918-12-05T00:00:00Z,1994-06-03T00:00:00Z,
http://www.wikidata.org/entity/Q48954656,Q48954656,ιστορία,Ροστόφ,1891-12-03T00:00:00Z,1943-01-09T00:00:00Z,
http://www.wikidata.org/entity/Q48954722,Q48954722,φιλολογία,Q2327841,1901-03-28T00:00:00Z,1995-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q48955026,Q48955026,Ορθοπεδική,Αγία Πετρούπολη,1873-10-17T00:00:00Z,1943-07-24T00:00:00Z,
http://www.wikidata.org/entity/Q48955059,Q48955059,γεωλογία,περιφέρεια Πένζα,1878-01-01T00:00:00Z,1943-09-23T00:00:00Z,
http://www.wikidata.org/entity/Q48955897,Q48955897,ιστορία,Q11003965,1935-05-01T00:00:00Z,2021-06-19T00:00:00Z,
http://www.wikidata.org/entity/Q48955897,Q48955897,ιστορία,Q639808,1935-05-01T00:00:00Z,2021-06-19T00:00:00Z,
http://www.wikidata.org/entity/Q48955996,Q48955996,βιβλιοθηκονομία,Μπακού,1903-04-07T00:00:00Z,1970-11-04T00:00:00Z,
http://www.wikidata.org/entity/Q48955996,Q48955996,βιβλιοθηκονομία,Μπακού,1903-01-01T00:00:00Z,1970-11-04T00:00:00Z,
http://www.wikidata.org/entity/Q48955996,Q48955996,βιβλιοθηκονομία,Μπακού,1903-04-07T00:00:00Z,1970-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q48955996,Q48955996,βιβλιοθηκονομία,Μπακού,1903-01-01T00:00:00Z,1970-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q48956457,Q48956457,αμπελοκομία,Ιβάνοβο,1955-02-05T00:00:00Z,,
http://www.wikidata.org/entity/Q48956670,Q48956670,Μεταλλευτική,Q4276948,1883-12-14T00:00:00Z,1955-12-27T00:00:00Z,
http://www.wikidata.org/entity/Q49144246,Q49144246,Ψηφιακές Ανθρωπιστικές Επιστήμες,Χαϊδελβέργη,1969-07-30T00:00:00Z,,
http://www.wikidata.org/entity/Q49239840,Q49239840,Τρισδιάστατη εκτύπωση,Q12845877,1968-04-20T00:00:00Z,,
http://www.wikidata.org/entity/Q49422922,Q49422922,τεχνική,Μόσχα,1922-09-13T00:00:00Z,2013-11-05T00:00:00Z,
http://www.wikidata.org/entity/Q49801693,Q49801693,ιατρική,Κίεβο,1891-10-07T00:00:00Z,1934-03-15T00:00:00Z,
http://www.wikidata.org/entity/Q50223353,Q50223353,ηλεκτρολογία μηχανική,Νίζνι Νόβγκοροντ,1907-01-16T00:00:00Z,1985-11-06T00:00:00Z,
http://www.wikidata.org/entity/Q50223353,Q50223353,ηλεκτρολογία μηχανική,Νίζνι Νόβγκοροντ,1907-01-03T00:00:00Z,1985-11-06T00:00:00Z,
http://www.wikidata.org/entity/Q50246288,Q50246288,ιστορία,Q141697,1968-06-27T00:00:00Z,,
http://www.wikidata.org/entity/Q50249608,Q50249608,"αρχιτεκτονική, λογοτεχνία",Πράγα,1964-02-18T00:00:00Z,,
http://www.wikidata.org/entity/Q50276518,Q50276518,Λογιστική,Ένωση Σοβιετικών Σοσιαλιστικών Δημοκρατιών,1935-01-10T00:00:00Z,2017-05-30T00:00:00Z,
http://www.wikidata.org/entity/Q50345047,Q50345047,"ογκολογία, χειρουργική",Σέπαρτον,1940-10-19T00:00:00Z,,
http://www.wikidata.org/entity/Q50345047,Q50345047,"ογκολογία, χειρουργική",Σέπαρτον,1940-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q50345141,Q50345141,Αεροπορία,Q3567895,1979-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q50348773,Q50348773,Ψηφιακές Ανθρωπιστικές Επιστήμες,Q678018,1990-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q50361935,Q50361935,ραδιοφωνία,Μόσχα,1946-01-02T00:00:00Z,2020-04-29T00:00:00Z,
http://www.wikidata.org/entity/Q50361935,Q50361935,ραδιοφωνία,Μόσχα,1946-01-01T00:00:00Z,2020-04-29T00:00:00Z,
http://www.wikidata.org/entity/Q50361935,Q50361935,ραδιοφωνία,Μόσχα,1946-01-02T00:00:00Z,2020-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q50361935,Q50361935,ραδιοφωνία,Μόσχα,1946-01-01T00:00:00Z,2020-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q50370016,Q50370016,Ακουστική,Γιαροσλάβλ,1935-07-23T00:00:00Z,,
http://www.wikidata.org/entity/Q50376584,Q50376584,Ιατροδικαστική,Q21392242,1928-01-10T00:00:00Z,1997-10-05T00:00:00Z,
http://www.wikidata.org/entity/Q50383268,Q50383268,μηχανική,Κουρσκ,1924-05-04T00:00:00Z,2017-04-12T00:00:00Z,
http://www.wikidata.org/entity/Q50390456,Q50390456,νομική,Q196839,1867-12-14T00:00:00Z,,
http://www.wikidata.org/entity/Q50419888,Q50419888,"έδαφος, οικολογία, οικοτοξικολογία, επιφανειακά ύδατα, Ποιότητα του νερού, Εδαφικό νερό, Φυτοφάρμακο",Πορντενόνε,1968-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q50561473,Q50561473,παιδαγωγική,Λινσέπινγκ,1921-06-13T00:00:00Z,1998-03-17T00:00:00Z,
http://www.wikidata.org/entity/Q50633472,Q50633472,"Ακτινοδιαγνωστική, μαγνητική τομογραφία, χημεία",Ντέμπρετσεν,1967-01-01T00:00:00Z,,
